Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
II1900067,1/18/19,15:38,1/18/19,15:37,AERONOMY LAB,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,51
II1900069,1/18/19,23:23,1/18/19,23:23,1900 blk of CR 3000N,METRO ACTIVATION,ADMIN. CLOSE,51
UU1900303,1/20/19,7:00,1/20/19,0:59,"703 W ILLINOIS ST, URBANA",BATTERY,REPORTED TO OTHER AGENCY,51
CC1900328,1/22/19,0:00,12/17/18,16:00,200 blk of W GREEN ST,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
II1900097,1/25/19,15:28,1/17/19,7:05,ST LOUIS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1809758,1/29/19,0:00,12/5/18,12:59,400 blk of E HEALEY,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
CC1809884,1/29/19,0:00,12/9/18,22:27,E KIRBY AVE / S FIRST ST,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,43
CC1809975,1/29/19,0:00,12/12/18,19:08,HAMMERHEAD COFFEE,TRESPASSING,REPORTED TO OTHER AGENCY,51
UU1900441,1/29/19,7:00,1/28/19,16:16,"405 S ORCHARD ST, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
CSA19-015,1/30/19,10:29,10/1/18,UNKNOWN,"300 BLK SPRINGFIELD AVE, CHAMPAIGN",FONDLING,ADMIN CLOSED,51
CC1900773,2/2/19,7:00,2/2/19,2:30,"507 S SECOND ST, CHAMPAIGN",BATTERY,REPORTED TO OTHER AGENCY,51
IF1900105,2/3/19,2:43,2/3/19,2:43,1200 BLK S FOURTH ST,DRUGS,ADMIN CLOSED,35
II1900135,2/3/19,2:04,2/3/19,2:04,UNIVERSITY AVE / BUSEY AVE,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
II1900150,2/5/19,16:26,9/19/18,8:00,1100 blk of STOUGHTON ST W,DECEPTIVE PRACTICES,ADMIN. CLOSE,51
CC1900637,2/7/19,0:00,1/27/19,1:05,MURPHY'S BAR,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,10
SS1900113,2/8/19,0:00,9/16/18,12:00,1500 blk of FLORIDA AV E,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,40
II1900170,2/10/19,12:04,2/10/19,0:01,IKENBERRY DINING SERVICES,THEFT $500 AND UNDER,ADMIN. CLOSE,34
CSA19-022,2/11/19,14:32,2/1/19,UNKNOWN,PENNSYLVANIA AVE RESIDENCE HALL,HARASSMENT,ADMIN CLOSED,41
II1900177,2/12/19,9:18,2/12/19,9:18,ST. MARY'S RD / FOURTH ST,CONTROLLED SUBSTANCE-POSSESSION,ARREST,51
II1900179,2/12/19,14:57,2/9/19,22:00,OMEGA DELTA FRATERNITY,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,51
II1900183,2/12/19,17:17,2/12/19,9:00,MECHANICAL ENGINEERING BU,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,12
CC1810217,2/13/19,0:00,12/20/18,23:17,GUIDOS,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,51
II1900185,2/13/19,16:07,1/7/19,8:00,GOLF COURSE,FORGERY,ADMIN. CLOSE,51
CC1900798,2/14/19,0:00,2/3/19,0:06,NEIL / GREEN,OPERATE UNINSURED MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
II1900194,2/15/19,16:47,10/21/17,3:48,blk of HARTWELL COURT,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,51
CC1900901,2/19/19,0:00,2/6/19,22:30,GREEN STREET REALTY,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,51
CC1900915,2/19/19,0:00,4/7/18,0:01,S FIFTH ST / GREEN,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,51
UU1900831,2/22/19,7:00,2/22/19,4:06,"111 S BUSEY AVE, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
UU1900853,2/23/19,7:00,2/22/19,22:35,SPRINGFIELD/LINCOLN,DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
II1900230,2/24/19,19:13,2/24/19,19:13,FLORIDA AVE / LINCOLN AVE S,WARRANT-OUT OF STATE,PENDING,51
CC1900682,2/25/19,0:00,1/28/19,22:00,ARMORY AV / FIRST ST,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,30
II1900243,2/27/19,10:00,2/2/19,0:01,UNIVERSITY PAYABLES,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,36
CC1901153,2/28/19,0:00,2/13/19,18:20,WALGRENS,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,51
CC1901216,2/28/19,0:00,2/16/19,20:45,FOURTH ST / E JOHN,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
CC1901333,2/28/19,0:00,2/22/19,12:30,VINNY'S PIZZA,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,51
II1900253,2/28/19,0:14,2/28/19,0:13,LINCOLN AVE / PENNSYLVANIA AVE,WARRANT-IN STATE,ARREST,51
IF1900247,3/1/19,23:36,3/1/19,23:36,200 BLK GREEN,PUBLIC POSSESSION,ADMIN CLOSED,51
II1900260,3/1/19,10:09,2/26/19,15:41,GARAGE AND CAR POOL,THEFT $500 AND UNDER,ADMIN. CLOSE,51
II1900264,3/1/19,16:18,3/1/19,16:18,700 blk of LOCUST ST S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1900278,3/4/19,21:55,3/4/19,21:55,BROMLEY RESIDENCE HALL,POSS OF DRUG PARAPHERNALIA -ORD,ARREST,51
II1900293,3/6/19,17:12,3/6/19,13:12,COMPUTER APPLICATIONS BLD,DECEPTIVE PRACTICES,ADMIN. CLOSE,9
UU1901032,3/6/19,7:00,3/5/19,14:42,"500 BLK S GOODWIN AVE, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,19
II1900297,3/7/19,9:45,3/7/19,9:45,400 blk of KENDALL ST.,WARRANT-IN STATE,ARREST,51
II1900301,3/7/19,21:36,3/7/19,21:35,100 blk of GREGORY ST N,ROBBERY-ARMED,ARREST,51
II1900302,3/7/19,23:43,3/7/19,23:43,B-4 PARKING LOT,BURGLARY FROM MOTOR VEHICLE,ARREST,2
CC1901557,3/11/19,0:00,3/1/19,23:31,700 blk of W CHURCH ST,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,51
IF1900290,3/12/19,2:00,3/12/19,2:00,1402 GREGORY DR,LIQUOR-UNDERAGE,ADMIN CLOSED,47
II1900320,3/12/19,0:16,3/12/19,0:16,700 blk of FOURTH S,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
CC1901308,3/14/19,0:00,2/21/19,17:45,HOME TOWN PANTRY,SALES OF TOBACCO TO MINORS,REPORTED TO OTHER AGENCY,51
II1900341,3/16/19,2:18,3/16/19,2:18,SPRINGFIELD AVE / SIXTH ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,9
II1900343,3/16/19,22:42,3/16/19,22:42,UNIVERSITY AVE E / GUARDIAN DR,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,51
II1900347,3/19/19,11:07,3/19/19,11:05,PARKING LOT B-18,WARRANT-IN STATE,ARREST,51
CC1901885,3/20/19,0:00,3/13/19,23:50,blk of E GREEN STREET,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,51
II1900352,3/20/19,12:45,11/30/18,13:16,ROSATIS PIZZA,FRAUD-CREDIT CARD,ADMIN. CLOSE,25
UU1900641,3/20/19,0:00,2/10/19,15:00,1200 blk of UNIVERSITY AV W,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,51
CC1902058,3/22/19,0:00,3/21/19,10:50,BURNHAM APTS LEASING,DISORDERLY CONDUCT-ALL OTHER,REPORTED TO OTHER AGENCY,51
II1900361,3/23/19,1:11,3/23/19,1:10,ONE NORTH,WARRANT-IN STATE,ARREST,6
II1900363,3/23/19,16:42,3/23/19,16:41,BONEYARD RETENTION POND,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1901996,3/25/19,0:00,3/17/19,21:30,HEARTLAND HEALTH CARE,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
II1900367,3/25/19,5:10,3/22/19,15:00,INTERNATIONAL STUDIES BLD,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,22
UU1901371,3/26/19,7:00,3/25/19,1:01,"1204 CHURCH ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1900376,3/27/19,10:49,3/26/19,18:00,IKENBERRY PARKING LOT,THEFT $500 AND UNDER,ADMIN. CLOSE,51
UU1901393,3/27/19,7:00,3/26/19,9:33,"106 S LINCOLN AVE, URBANA",BOMB THREAT,REPORTED TO OTHER AGENCY,51
II1900530,3/29/19,15:53,3/25/19,5:00,PARKING DIVISION,OFFICIAL MISCONDUCT,ARREST,51
UU1901482,3/31/19,7:00,3/31/19,2:10,"BUSEY AVE/HIGHT ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
CC1902180,4/2/19,0:00,3/26/19,18:50,THIRD / DANIEL,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
CC1902228,4/3/19,0:00,3/28/19,17:00,SPRINGFIELD / FIRST,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,51
CC1902369,4/3/19,7:00,4/2/19,12:11,"CIRCLE K - UNIVERISTY, CHAMPAIGN",ROBBERY,REPORTED TO OTHER AGENCY,51
CC1902383,4/3/19,7:00,4/2/19,20:38,"210 E WHITE ST, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1900408,4/3/19,22:42,4/3/19,22:42,GREEN ST / NEIL ST,WARRANT-IN STATE,ARREST,51
LT18-001,4/4/19,15:30,4/5/18,21:36,"EMBASSY SUITES, 2410 UNIVERSITY",PUBLIC INTOXICATION,REPORTED TO OTHER AGENCY,51
UU1901558,4/4/19,7:00,4/3/19,14:10,"101 N BUSEY AVE, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
CC1902474,4/6/19,7:00,4/5/19,18:46,"601 E CLARK ST, CHAMPAIGN",THREATS,REPORTED TO OTHER AGENCY,51
II1900415,4/8/19,7:48,4/7/19,21:30,FOLLINGER AUDITORIUM,THEFT OVER $500,ADMIN. CLOSE,47
LT18-002,4/9/19,9:39,3/6/18,12:01,"3031 OLENTANGY RIVER RD,",THEFT FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
LT18-003,4/9/19,15:45,10/5/18,6:58,"224 FLORENCE AVE, GRANGER, IN",ROBBERY,REPORTED TO OTHER AGENCY,51
CC1902437,4/10/19,0:00,3/15/19,18:30,S FIRST ST / E ARMORY,THEFT OVER $500,REPORTED TO OTHER AGENCY,30
UU1901654,4/10/19,7:00,4/9/19,10:42,"604 W MAIN ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1900485,4/11/19,12:25,4/11/19,11:56,NEVADA W / GOODWIN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,50
CSA19-088,4/12/19,10:19,4/11/19,22:22,OUTSIDE SCOTT RESIDENCE HALL,ARSON,ADMIN CLOSED,34
II1900452,4/15/19,12:08,4/7/19,21:42,COLLEGE CT / LINCOLN AVE,THEFT $500 AND UNDER,PENDING,51
LT18-004,4/16/19,11:31,4/9/18,14:27,"10000 N ORACLE RD, ORO VALLEY, AZ",STALKING,REPORTED TO OTHER AGENCY,51
LT18-005,4/16/19,13:45,2018,UNKNOWN,"1600 E GOLF ROAD, DES PLAINES, IL",DOMESTIC VIOLENCE,REPORTED TO OTHER AGENCY,51
LT18-007,4/17/19,9:00,6/12/2018 -,UNKNOWN,"1900 5TH AVEUNE, SEATTLE, WA",SUSPICIOUS CIRCUMSTANCE,REPORTED TO OTHER AGENCY,51
LT18-009,4/17/19,13:41,3/18/18,13:27,"1127 CONNECTICUT AVE NW,",LARCENY,REPORTED TO OTHER AGENCY,51
LT18-010,4/17/19,13:41,9/19/18,19:38,"1919 CONNECTICUT AVE NW,",LARCENY,REPORTED TO OTHER AGENCY,51
LT18-011,4/17/19,13:41,6/25/18,0:18,"1199 VERMONT AVENUE NW,",LARCENY,REPORTED TO OTHER AGENCY,51
CC1901561,4/18/19,0:00,3/2/19,0:30,300 blk of S WATER ST,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,51
CC1902480,4/18/19,0:00,4/5/19,23:00,blk of THIRD ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,51
II1900466,4/18/19,15:09,4/18/19,15:05,WRIGHT ST S / GREEN STREET,DISORDERLY CONDUCT-ALL OTHER,PENDING,47
LT18-008,4/18/19,11:37,11/9/18,2:49,"2900 JACKSON AVENUE, ANN ARBOR,",DOMESTIC VIOLENCE,REPORTED TO OTHER AGENCY,51
UU1901800,4/18/19,0:00,4/17/19,19:38,BUSEY / SPRINGFIELD,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,51
UU1901849,4/21/19,7:00,4/20/19,15:38,"CANOPY CLUB, URBANA",BATTERY,REPORTED TO OTHER AGENCY,25
01311-2019,4/22/19,15:25,4/18/19,22:35,OLGESBY RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,41
CC1902759,4/22/19,0:00,4/15/19,21:35,400 blk of W HEALEY ST,HEROIN OVERDOSE,REPORTED TO OTHER AGENCY,51
LT18-015,4/22/19,9:59,02/07/2018 -,UNKNOWN,"245 N COLLEGE AVE, BLOOMINGTON, IN",PUBLIC INTOXICATION/ DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
CSA19-094,4/23/19,15:15,FALL 2018,UNKNOWN,900 BLK FIFTH ST S,RAPE,ADMIN CLOSED,22
II1900493,4/24/19,15:00,4/24/19,15:00,SPRINGFIELD AVE. / BUSEY AVE.,DELIVERY CONTROLLED SUB,PENDING,51
IF1900486,4/25/19,12:26,4/25/19,12:26,ILLINI UNION QUAD SHOP,LARCENY,ADMIN CLOSED,47
LT18-016,4/26/19,14:42,04/15/2018 -,UNKNOWN,"1199 HARBOR BLVD, GARDEN GROVE ,",LARCENY,REPORTED TO OTHER AGENCY,51
IF1900503,4/29/19,23:29,4/29/19,23:29,S BUSEY AV / W VERMONT AVE,DRUGS,ADMIN CLOSED,51
LT18-017,5/1/19,12:22,4/14/18,17:00,"200 S WACKER DR, CHICAGO, IL",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,51
LT18-018,5/1/19,12:22,10/8/18,11:00,"222 MERCHANDISE MART PLAZA,",DOMESTIC VIOLENCE,REPORTED TO OTHER AGENCY,51
IF1900512,5/2/19,2:05,5/2/19,2:05,E GREGORY DR,LARCENY,ADMIN CLOSED,34
UU1902054,5/2/19,7:00,5/2/19,2:30,"100 BLK N LINCOLN AVE, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
UU1902060,5/3/19,7:00,5/2/19,13:15,"904 STOUGHTON ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
UU1902072,5/3/19,7:00,5/3/19,2:28,"605 S COLER AVE, URBANA",BATTERY,REPORTED TO OTHER AGENCY,51
CC1903265,5/5/19,7:00,5/4/19,10:38,"401 E UNIVERSITY AVE, CHAMPAIGN",BATTERY,REPORTED TO OTHER AGENCY,51
IF1900537,5/6/19,9:57,2019,UNKNOWN,1400 BLK GREEN ST,SEXUAL ASSAULT,ADMIN CLOSED,51
II1900564,5/6/19,17:20,5/6/19,12:15,ENTERPRISE WORKS,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,51
IF1900543,5/7/19,2:16,5/7/19,2:16,400 BLK GOODWIN AVE,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,16
CC1903392,5/9/19,0:00,5/8/19,20:20,POT BELLY SANDWICH,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,51
II1900576,5/9/19,2:14,5/9/19,2:14,GREEN ST / WRIGHT ST S,DRIVING UNDER THE INFL-ALCOHOL,ARREST,47
II1900577,5/9/19,13:05,5/8/19,20:00,ALTGELD HALL S BIKE RACK,THEFT $500 AND UNDER,ADMIN. CLOSE,47
II1900580,5/9/19,16:52,4/26/19,13:00,ARMORY AVE E / SIXTH ST,THEFT $500 AND UNDER,ADMIN. CLOSE,29
II1901165,5/9/19,9:47,4/18/19,0:01,blk of GREENCROFT DR,CRIMINAL DAMAGE TO PROPERTY,PENDING,51
UU1901793,5/10/19,0:00,4/17/19,14:35,GREEN ST W / CEDAR,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,51
CC1903454,5/11/19,7:00,5/11/19,4:53,"310 E SPRINGFIELD AVE, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
IF1900582,5/11/19,1:56,5/11/19,1:56,211 E GREEN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,51
CC1902390,5/14/19,0:00,4/3/19,2:45,900 blk of LOCUST S,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,51
CC1903222,5/14/19,0:00,5/2/19,12:00,FIRST ST / LOCUST ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
CC1903331,5/14/19,0:00,5/3/19,17:00,1900 blk of S FOURTH ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
II1900593,5/14/19,13:31,5/14/19,12:40,GERTY / FIRST,DISORDERLY CONDUCT-ALL OTHER,UNFOUNDED,51
LT18-019,5/16/19,15:54,7/2/2018 -,UNKNOWN,"388 STAG HILL, BUILDFORD, UNITED",STALKING,REPORTED TO OTHER AGENCY,51
LT18-020,5/17/19,16:21,2/27/2018 -,UNKNOWN,"350 W MARYLAND ST, INDIANOPOLIS, IN",BURGLARY,REPORTED TO OTHER AGENCY,51
II1900606,5/18/19,10:25,5/18/19,10:20,FLORIDA AVE / ORCHARD ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1903705,5/20/19,0:00,5/19/19,15:12,300 blk of GREEN ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,51
CC1903710,5/20/19,7:00,5/19/19,20:20,"905 LOCUST ST, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
CC1903562,5/21/19,0:00,5/13/19,17:00,900 blk of S ELM BL,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,51
IF1900609,5/24/19,2:51,5/24/19,2:51,SIXTH ST/ GREEN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,14
II1900622,5/25/19,9:04,5/25/19,8:30,MIDTOWN PLAZA,BATTERY-DOMESTIC,ARREST,51
II1900625,5/26/19,14:32,1/15/18,8:00,1200 blk of MICHIGAN AVE E,HARASSMENT BY ELECTRONIC COMMUNICAT,ARREST,51
II1900629,5/27/19,2:02,5/27/19,2:02,LOCUST ST / SPRINGFIELD AVE E,WARRANT-IN STATE,ARREST,51
II1900633,5/28/19,18:31,5/28/19,18:31,GREGORY DR E / 4TH STREET,CANNABIS POSS OVER 10 - 100 G -MISD,ARREST,35
CC1903997,5/29/19,10:08,5/29/19,10:08,"407 E UNIVERSITY AVE, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
CC1904011,5/30/19,0:00,5/29/19,18:00,blk of FIRST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,51
CC1904028,5/31/19,0:00,5/30/19,19:45,GREEN ST / S WRIFHT ST,ASSAULT-AGGRAVATED,REPORTED TO OTHER AGENCY,47
CC1904030,5/31/19,7:00,5/30/19,20:43,"504 E WHITE ST, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1900639,5/31/19,12:20,5/31/19,12:20,100 blk of SCOTTSWOOD DR,RESIST/OBS CORRECT/POLICE/FIRE,PENDING,51
II1900644,5/31/19,14:30,5/30/19,6:37,ORCHARD DOWNS LAUDNRY,THEFT $500 AND UNDER,ADMIN. CLOSE,46
II1900646,5/31/19,21:09,5/31/19,20:00,OAK ST BASKETBALL COURT,BATTERY-AGGRAVATED,PENDING,51
CC1904088,6/1/19,7:00,6/1/19,18:01,"910 S THIRD ST, CHAMPAIGN",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,51
II1900652,6/2/19,20:25,6/2/19,20:25,LINCOLN AVE S / IOWA ST W,WARRANT-IN STATE,ARREST,51
CC1904116,6/3/19,7:00,6/2/19,19:08,"331 STOUGHTON ST, CHAMPAIGN",SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,51
II1900654,6/3/19,15:56,6/3/19,15:00,DANIELS HALL BIKE RACK,THEFT $500 AND UNDER,ADMIN. CLOSE,51
II1900655,6/3/19,19:08,6/3/19,19:00,STADIUM DR E / OAK STREET,CRIMINAL DAMAGE TO PROPERTY,PENDING,37
LT18-021,6/6/19,11:50,6/26/18,16:20,"265 PEACHTREE CENTER AVE NE,",LARCENY,REPORTED TO OTHER AGENCY,51
IF1900644,6/8/19,14:14,6/8/19,14:14,1000 W SPRINGFIELD AVE,SIMPLE ASSAULT,ADMIN CLOSED,51
UU1902775,6/10/19,7:00,6/8/19,19:33,"904 W GREEN ST, UR",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
CC1904228,6/12/19,0:00,6/6/19,13:07,1500 blk of S NEIL ST,FRAUD-DECEPTION,REPORTED TO OTHER AGENCY,51
IF1900654,6/13/19,10:10,6/13/19,10:10,1408 Gregory Dr,DISORDERLY CONDUCT,ADMIN CLOSED,48
II1900680,6/13/19,14:32,6/1/19,0:01,TURNER HALL BIKE RACK,THEFT $500 AND UNDER,ADMIN. CLOSE,51
II1900687,6/14/19,14:55,6/14/19,10:00,FOREIGN LANGUAGES BUILDIN,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,47
II1900688,6/14/19,17:50,6/10/19,8:00,PARKING LOT E-12,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,51
LT18-022,6/14/19,9:12,2/28/2018 -,UNKNOWN,"3071 WEST GRAND BOULEVARD,",DANGEROUS DRUGS,REPORTED TO OTHER AGENCY,51
II1900693,6/16/19,5:35,6/16/19,5:35,400 blk of CHURCH ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1900703,6/18/19,22:27,6/17/19,17:00,FIRST ST S / HAZELWOOD DR,DECEPTIVE PRACTICES,PENDING,51
CC1904380,6/19/19,0:00,9/18/18,22:00,THE RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,51
IF1900666,6/19/19,9:30,6/19/19,9:30,1401 W GREEN ST/ILLINI UNION BUS,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,47
IF1900670,6/19/19,11:15,6/19/19,11:15,1304 SPRINGFIELD AVE/DCL,DISORDERLY CONDUCT,ADMIN CLOSED,1
II1900706,6/19/19,23:47,6/19/19,23:47,FIRST ST S / WINDSOR RD E,OBSTRUCTING IDENTIFICATION,ARREST,51
CC1903648,6/20/19,0:00,5/8/19,22:00,CRACKED THE EGG CAME FIRS,THEFT OVER $500,REPORTED TO OTHER AGENCY,14
CC1904571,6/20/19,0:00,5/20/19,15:54,2000 blk of S FIRST ST,VIOLATION ORDER PROTECTION,REPORTED TO OTHER AGENCY,51
UU1902206,6/20/19,0:00,5/10/19,22:50,SPRINGFIELD / MATHEWS,ASSIST TOW TRUCK,REPORTED TO OTHER AGENCY,51
IF1900675,6/22/19,22:12,6/22/19,22:12,"2010 N LINCOLN AVE, URBANA",DISORDERLY CONDUCT,ADMIN CLOSED,51
IF1900676,6/22/19,22:39,6/22/19,22:39,PARKING LOT D-22,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,17
II1900713,6/22/19,8:44,6/21/19,0:15,PHILO RD / CURTIS,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,51
II1900719,6/23/19,22:30,6/23/19,22:30,CURTIS W / FIRST ST,WARRANT-IN STATE,ARREST,51
II1900720,6/24/19,18:23,6/24/19,18:23,COORDINATED SCIENCE LABRA,POSSESSION STOLEN PROPERTY,PENDING,1
II1900722,6/25/19,9:43,6/25/19,9:43,SIXTH ST S / WHITE ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
IF1900686,6/26/19,13:42,6/26/19,13:42,201 PEABODY DR,DISORDERLY CONDUCT,ADMIN CLOSED,39
IF1900687,6/26/19,19:05,6/26/19,19:05,201 N GOODWIN AVE/SIBEL CENTER,LARCENY,ADMIN CLOSED,4
UU1903121,6/28/19,7:00,6/27/19,14:29,"702 W GREEN ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
IF1900698,6/29/19,1:36,6/29/19,1:36,SIXTH ST/GREEN ST,BATTERY,ADMIN CLOSED,14
II1900734,6/30/19,2:22,6/30/19,2:22,GREEN STREET / SECOND STREET,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
II1900739,7/2/19,19:39,7/2/19,19:39,GOODWIN AVE N / EADS ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
IF1900705,7/3/19,2:50,7/3/19,2:50,SECOND ST/GREEN ST,DISORDERLY CONDUCT,ADMIN CLOSED,51
