Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
II1300050,1/14/13,8:51:00 p. m.,1/14/13,8:00:00 p. m.,CRCE,THEFT UNDER,ADMIN. CLOSE,50
II1300051,1/14/13,11:30:00 p. m.,1/14/13,11:30:00 p. m.,BLAISELL RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,34
II1300048,1/14/13,1:16:00 p. m.,1/13/13,6:00:00 p. m.,600 blk of MATHEWS AVE S,FRAUD-CREDIT CARD,ARREST,15
II1300044,1/14/13,9:43:00 a. m.,1/11/13,11:30:00 a. m.,MADIGAN LAB,THEFT UNDER,ADMIN. CLOSE,36
CC1300287,1/14/13,12:00:00 a. m.,1/12/13,2:55:00 a. m.,200 blk of WRIGHT ST S,BATTERY-DOMESTIC,REPORTED TO OTHER,11
100-2013,1/14/13,9:47:00 a. m.,1/13/13,11:30:00 p. m.,ALLEN HALL,DRUGS,STUDENT DISCIPLINE,32
CC1300162,1/15/13,12:00:00 a. m.,1/7/12,12:30:00 a. m.,CHESTER STREET BAR,AGGRAVATED ASSAULT,REPORTED TO OTHER,0
CC1300247,1/15/13,12:00:00 a. m.,1/10/13,8:03:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER,0
II1300055,1/16/13,3:56:00 a. m.,1/16/13,3:56:00 a. m.,WESTON RESIDENCE HALL,THEFT UNDER,ARREST,34
II1300058,1/16/13,2:14:00 p. m.,11/1/12,12:00:00 p. m.,IKENBERRY QUAD,THEFT UNDER,ADMIN. CLOSE,34
II1300056,1/16/13,11:18:00 a. m.,1/10/13,10:30:00 a. m.,VET MED BASIC SCIENCE,DISORDERLY CONDUCT-ALL,STUDENT DISCIPLINE,0
II1300060,1/16/13,11:11:00 p. m.,1/16/13,11:11:00 p. m.,CLARK ST E / WRIGHT ST,CANNABIS-POSS 30 GM & UNDER,PENDING,0
CC1300268,1/16/13,12:00:00 a. m.,12/19/12,8:00:00 p. m.,300 blk of GREEN ST E,BURGLARY,REPORTED TO OTHER,0
CC1300345,1/16/13,12:00:00 a. m.,1/14/13,2:30:00 a. m.,PHI KAPPA SIGMA,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300254,1/16/13,12:00:00 a. m.,1/11/13,1:45:00 a. m.,300 blk of E CHALMERS,SIMPLE ASSAULT,REPORTED TO OTHER,0
CC1300255,1/16/13,12:00:00 a. m.,1/11/13,3:59:00 a. m.,SPRINGFIELD / WRIGHT,DRUGS,REPORTED TO OTHER,0
II1300061,1/17/13,2:10:00 a. m.,1/17/13,2:10:00 a. m.,JOHN ST E / SIXTH / WRIGHT,DRIVING UNDER THE INFL-,ARREST,18
II1300120,1/17/13,2:56:00 a. m.,1/17/13,2:30:00 a. m.,LINCOLN AVE RES HALLS,THEFT UNDER,STUDENT DISCIPLINE,32
CC1300386,1/17/13,12:00:00 a. m.,1/15/13,10:06:00 a. m.,300 blk of E GREGORY DR,LARCENY,REPORTED TO OTHER,34
II1300065,1/18/13,2:10:00 a. m.,1/18/13,2:10:00 a. m.,FOURTH ST S / JOHN ST,BATTERY-AGGRAVATED,PENDING,0
II1300067,1/18/13,11:19:00 p. m.,1/18/13,11:19:00 p. m.,GREEN ST E / FIRST,OBSTRUCTING JUSTICE,PENDING,0
CC1300387,1/18/13,12:00:00 a. m.,1/14/13,6:00:00 p. m.,500 blk of S FIRST ST,LARCENY,REPORTED TO OTHER,0
CC1300361,1/18/13,12:00:00 a. m.,1/13/13,10:00:00 p. m.,500 blk of FIRST ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300297,1/18/13,12:00:00 a. m.,12/19/12,3:30:00 p. m.,1000 blk of OAK ST S,BURGLARY,REPORTED TO OTHER,0
CC1300415,1/18/13,12:00:00 a. m.,1/16/13,1:45:00 a. m.,JOE'S BREWERY,LARCENY,REPORTED TO OTHER,0
CC1300416,1/18/13,12:00:00 a. m.,1/15/13,9:30:00 p. m.,300 blk of JOHN ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300435,1/18/13,12:00:00 a. m.,1/15/13,11:00:00 p. m.,300 blk of CHALMERS ST E,DOMESTIC DISPUTE,REPORTED TO OTHER,0
CC1300427,1/18/13,12:00:00 a. m.,1/16/13,10:44:00 a. m.,300 blk of E HEALEY ST,LARCENY,REPORTED TO OTHER,0
CC1300368,1/18/13,12:00:00 a. m.,12/20/12,8:00:00 a. m.,100 blk of DANIEL E,BURGLARY,REPORTED TO OTHER,0
II1300069,1/19/13,3:24:00 a. m.,1/19/13,3:00:00 a. m.,SAUNDERS RESIDENCE HALL,DISORDERLY CONDUCT-ALL,ARREST,41
II1300070,1/19/13,8:10:00 a. m.,1/19/13,8:10:00 a. m.,WRIGHT ST S / GREEN ST,CONTROLLED SUBSTANCE-,ARREST,47
II1300071,1/19/13,10:51:00 a. m.,1/18/13,6:00:00 p. m.,OGLESBY RESIDENCE HALL,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE,41
II1300073,1/19/13,1:39:00 p. m.,1/19/13,2:00:00 a. m.,FOURTH ST S / GREGORY DR,BATTERY-AGGRAVATED,PENDING,34
CC1300377,1/19/13,12:00:00 a. m.,1/14/13,7:40:00 p. m.,300 blk of W WHITE ST,LARCENY,REPORTED TO OTHER,0
CSA-13-1,1/19/13,10:56:00 a. m.,1/19/13,1:00:00 a. m.,WARDALL HALL,BATTERY,ADMIN. CLOSED,16
II1300077,1/20/13,2:04:00 a. m.,1/20/13,2:04:00 a. m.,GREGORY DR E / 1ST STREET,OTHER CRIMINAL OFFENSES,ARREST,34
II1300079,1/20/13,12:31:00 p. m.,1/20/13,12:31:00 p. m.,KIRBY AV E / FIRST ST,CONTROLLED SUBSTANCE-,ARREST,43
II1300081,1/21/13,1:23:00 a. m.,1/21/13,1:23:00 a. m.,S FOURTH ST / DANIEL ST,MIP,ARREST,21
II1300084,1/21/13,9:31:00 p. m.,1/21/13,9:15:00 p. m.,SMITH MUSIC,TRESPASS NOTICE,ADMIN. CLOSE,47
II1300088,1/22/13,1:45:00 p. m.,1/16/13,9:00:00 a. m.,HUFF HALL PARING LOT,BURGLARY FROM MOTOR,ADMIN. CLOSE,35
II1300087,1/22/13,9:51:00 a. m.,1/21/13,9:00:00 p. m.,ALLEN RESIDENCE HALL,TRESPASS-STATE SUPPORTED,ADMIN. CLOSE,32
II1300089,1/22/13,4:42:00 p. m.,1/12/13,9:59:00 p. m.,SIEBEL CENTER,DECEPTIVE PRACTICES,ADMIN. CLOSE,4
II1300091,1/22/13,5:48:00 p. m.,1/19/13,4:00:00 p. m.,BASIL THAI,THEFT OVER,ADMIN. CLOSE,25
II1300092,1/22/13,6:52:00 p. m.,1/22/13,6:52:00 p. m.,ILLINI UNION BOOKSTORE,THEFT UNDER,ARREST,18
II1300093,1/22/13,11:57:00 p. m.,1/22/13,11:57:00 p. m.,1300 blk of GREEN ST W,TRESPASS NOTICE,ADMIN. CLOSE,0
CC1300271,1/22/13,12:00:00 a. m.,1/11/13,12:30:00 a. m.,300 blk of HEALEY ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300554,1/22/13,12:00:00 a. m.,1/5/13,8:00:00 p. m.,100 blk of E HEALEY ST,LARCENY,REPORTED TO OTHER,0
165-2013,1/22/13,12:32:00 p. m.,1/16/13,9:33:00 p. m.,WESTON HALL,DRUGS,STUDENT DISCIPLINE,34
179-2013,1/22/13,1:15:00 p. m.,1/18/13,12:15:00 a. m.,LAR,LIQUOR,STUDENT DISCIPLINE,32
195-2013,1/22/13,1:28:00 p. m.,1/18/13,11:26:00 a. m.,HOPKINS HALL,LIQUOR,STUDENT DISCIPLINE,34
203-2013,1/22/13,1:55:00 p. m.,1/19/13,1:40:00 a. m.,TAFT HALL,LIQUOR,STUDENT DISCIPLINE,34
208-2013,1/22/13,12:13:00 p. m.,1/18/13,10:28:00 p. m.,BLAISDELL HALL,LIQUOR,STUDENT DISCIPLINE,41
209-2013,1/22/13,12:11:00 p. m.,1/21/13,2:15:00 a. m.,CARR HALL,LIQUOR,STUDENT DISCIPLINE,41
II1300094,1/23/13,1:08:00 a. m.,1/23/13,1:08:00 a. m.,300 blk of MATHEWS AVENUE N,CRIMINAL DAMAGE TO PROPERTY,ARREST,15
II1300096,1/23/13,8:16:00 a. m.,1/23/13,8:16:00 a. m.,COURTHOUSE,ASSIST/CRIMINAL DAMAGE,ADMIN. CLOSE,0
II1300100,1/23/13,4:52:00 p. m.,1/23/13,8:00:00 a. m.,PARKING LOT C-7,BURGLARY FROM MOTOR,ADMIN. CLOSE,17
UU1300302,1/23/13,12:00:00 a. m.,1/19/13,1:00:00 a. m.,600 blk of OHIO ST W,FORCIBLE SEX OFFENSE,REPORTED TO OTHER,0
CC1300461,1/23/13,12:00:00 a. m.,1/17/13,2:00:00 a. m.,200 blk of GREEN E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300589,1/23/13,12:00:00 a. m.,1/20/13,9:00:00 p. m.,700 blk of LOCUST ST S,MOTOR VEHICLE THEFT,REPORTED TO OTHER,0
CC1300492,1/23/13,12:00:00 a. m.,1/18/13,4:16:00 a. m.,ALPHA EPSILON PHI,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
II1300112,1/24/13,8:04:00 p. m.,1/24/12,8:00:00 p. m.,SNYDER RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,PENDING,34
II1300110,1/24/13,6:35:00 p. m.,1/18/13,5:00:00 p. m.,EVERITT LAB,THEFT UNDER,ADMIN. CLOSE,11
II1300115,1/24/13,7:20:00 p. m.,1/24/13,7:20:00 p. m.,LEONARD RESIDENCE HALL,CANNABIS-DELIVERY 30GM &,PENDING,32
CC1300485,1/24/13,12:00:00 a. m.,1/18/13,12:52:00 a. m.,RED LION,TRESPASSIN,REPORTED TO OTHER,0
CC1300530,1/24/13,12:00:00 a. m.,1/19/13,2:22:00 a. m.,FOURTH ST S / GREEN ST,AGGRAVATED ASSAULT,REPORTED TO OTHER,0
CC1300578,1/24/13,12:00:00 a. m.,1/19/13,5:00:00 p. m.,1100 blk of FOURTH ST S,LARCENY,REPORTED TO OTHER,31
CC1300544,1/24/13,12:00:00 a. m.,1/19/13,12:01:00 a. m.,300 blk of DANIEL ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300541,1/24/13,12:00:00 a. m.,1/18/13,10:30:00 a. m.,500 blk of THIRD ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
252-2013,1/24/13,9:14:00 a. m.,1/23/13,8:45:00 p. m.,OGLESBY HALL,DRUGS,STUDENT DISCIPLINE,41
II1300118,1/25/13,8:31:00 a. m.,1/25/13,8:31:00 a. m.,LINCOLN AV S / NEVADA,OBSTRUCTING JUSTICE,ARREST,0
CC1300574,1/25/13,12:00:00 a. m.,8/24/12,10:00:00 p. m.,GREEN ST E / THIRD,UNLAW USE ID,REPORTED TO OTHER,0
CC1300648,1/25/13,12:00:00 a. m.,1/19/13,12:30:00 a. m.,"RED LION,CH",LARCENY,REPORTED TO OTHER,0
CC1300640,1/25/13,12:00:00 a. m.,1/23/13,5:20:00 a. m.,FIFTH / STOUGHTON,DUI,REPORTED TO OTHER,0
CC1300582,1/25/13,12:00:00 a. m.,1/20/13,4:57:00 p. m.,THE PORCH,LARCENY,REPORTED TO OTHER,0
CC1300532,1/25/13,12:00:00 a. m.,1/19/13,2:39:00 a. m.,100 blk of SPRINGFIELD AV E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300632,1/25/13,12:00:00 a. m.,1/22/13,5:58:00 p. m.,"CLYBORNS,CH",LARCENY,REPORTED TO OTHER,0
263-2013,1/25/13,9:58:00 a. m.,1/24/13,7:19:00 p. m.,LEONARD HALL,DRUG,STUDENT DISCIPLINE,32
273-2013,1/25/13,9:00:00 a. m.,1/16/13,4:00:00 a. m.,CLARK HALL,THEFT,STUDENT DISCIPLINE,34
II1300121,1/26/13,9:03:00 a. m.,1/26/13,9:03:00 a. m.,MAPLE ST W / PROSPECT,WARRANT-IN STATE,ARREST,0
II1300122,1/26/13,11:22:00 a. m.,1/26/13,11:22:00 a. m.,GOODWIN AV S / GREEN,TRESPASS NOTICE,ADMIN. CLOSE,16
CC1300660,1/26/13,12:00:00 a. m.,1/23/12,4:00:00 p. m.,AUTO ZONE,LARCENY,REPORTED TO OTHER,0
CC1300629,1/26/13,12:00:00 a. m.,1/21/13,8:00:00 a. m.,100 blk of GREEN ST E,IDENTITY THEFT,REPORTED TO OTHER,0
CC1300612,1/26/13,12:00:00 a. m.,1/22/13,12:15:00 a. m.,ILLINI VIDEO ARCADE,LARCENY,REPORTED TO OTHER,0
II1300123,1/27/13,12:25:00 a. m.,1/27/13,12:25:00 a. m.,SIXTH ST S / ARMORY AV,CANNABIS-DELIVERY 30GM &,ARREST,0
II1300125,1/27/13,4:22:00 p. m.,1/27/13,4:21:00 p. m.,ISR,CANNABIS-POSS 30 GM & UNDER,ARREST,16
II1300114,1/27/13,8:30:00 p. m.,1/27/13,8:30:00 p. m.,300 blk of GREEN STREET E,DRUG EQUIPMENT-POSSESSION,PENDING,0
283-2013,1/28/13,9:53:00 a. m.,1/27/13,2:10:00 a. m.,TRELEASE HALL,LIQUOR,STUDENT DISCIPLINE,41
II1300134,1/29/13,11:48:00 a. m.,1/22/13,12:00:00 p. m.,ICYT,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1300138,1/29/13,4:50:00 p. m.,1/29/13,4:50:00 p. m.,200 blk of NEIL STREET S,WARRANT-IN STATE,ARREST,0
II1300136,1/29/13,12:06:00 p. m.,1/20/13,5:00:00 p. m.,ASIAN AMERICAN CULTURE,THEFT UNDER,ADMIN. CLOSE,24
CC1300571,1/29/13,12:00:00 a. m.,1/20/13,4:30:00 a. m.,SIGMA ALPHA MU,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
II1300140,1/30/13,11:30:00 a. m.,1/30/13,11:30:00 a. m.,ARMORY,TRESPASS NOTICE,ADMIN. CLOSE,0
II1300143,1/30/13,4:52:00 p. m.,1/30/13,4:52:00 p. m.,ILLINOIS BUS TERMINAL,WARRANT-IN STATE,ARREST,0
CC1300756,1/30/13,12:00:00 a. m.,1/25/13,9:30:00 p. m.,1000 blk of THIRD ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1300718,1/30/13,12:00:00 a. m.,1/23/13,12:01:00 a. m.,100 blk of DANIEL ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
II1300149,1/31/13,11:35:00 p. m.,1/31/13,11:35:00 p. m.,JOHN ST E / FOURTH ST,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE,0
II1300148,1/31/13,11:06:00 p. m.,1/31/13,11:06:00 p. m.,VAN DOREN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE,34
CC1300716,1/31/13,12:00:00 a. m.,1/15/13,12:00:00 p. m.,300 blk of WHITE ST E,LARCENY,REPORTED TO OTHER,0
UU1300451,1/31/13,12:00:00 a. m.,1/29/13,1:10:00 p. m.,800 blk of LINCOLN AV S,DOMESTIC BATTERY,REPORTED TO OTHER,0
249-2013,1/31/13,10:15:00 a. m.,1/23/13,8:45:00 p. m.,Allen Hall,DRUGS,STUDENT DISCIPLINE,32
314-2013,1/31/13,2:19:00 p. m.,1/30/13,6:00:00 p. m.,FORBES HALL,LIQUOR,STUDENT DISCIPLINE,0
305-2013,1/31/13,9:41:00 a. m.,1/29/13,1:30:00 a. m.,SHELDON HALL,THREATS,STUDENT DISCIPLINE,32
II1300160,2/1/13,9:40:00 p. m.,2/1/13,9:40:00 p. m.,PAR,RESIST/OBSTRUCT/DISARM AN,ARREST,41
II1300162,2/2/13,2:13:00 a. m.,2/2/13,2:13:00 a. m.,FIRST ST S / DANIEL ST,DRIVING UNDER THE INFL-,ARREST,0
II1300163,2/2/13,1:30:00 p. m.,2/1/13,11:00:00 a. m.,DAVID KINLEY HALL,THEFT OVER,UNFOUNDED,36
II1300168,2/2/13,10:17:00 p. m.,2/2/13,10:17:00 p. m.,1100 blk of OREGON W,CANNABIS-DELIVERY OVER 30GM,ARREST,0
II1300166,2/2/13,8:27:00 p. m.,2/2/13,8:27:00 p. m.,UNIVERSITY E / FIRST,POSS OF DRUG PARAPHENALIA,ARREST,0
II1300169,2/2/13,10:48:00 p. m.,2/2/13,10:48:00 p. m.,OREGON / GOODWIN,ASSIST/K9,ADMIN. CLOSE,0
II1300167,2/2/13,8:49:00 p. m.,2/2/13,8:49:00 p. m.,MARKET ST / EUREKA ST,ASSIST/K9 SEARCH,ADMIN. CLOSE,0
II1300172,2/3/13,3:20:00 p. m.,2/3/13,3:20:00 p. m.,TRELEASE RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,ARREST,41
II1300173,2/4/13,2:23:00 a. m.,2/4/13,2:23:00 a. m.,SPRINGFIELD AV W / MATHEWS AV,DRIVING UNDER THE INFL-,ARREST,7
II1300178,2/4/13,6:53:00 p. m.,2/4/13,6:53:00 p. m.,LOCUST ST W / WOOD ST,ENDANG LIFE/HEALTH OF CHILD,ARREST,0
II1300180,2/4/13,9:29:00 p. m.,2/4/13,9:29:00 p. m.,WARDALL RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE,16
CC1300782,2/4/13,12:00:00 a. m.,1/27/13,1:30:00 a. m.,FIREHAUS BAR,SIMPLE ASSAULT,REPORTED TO OTHER,0
CC1300807,2/4/13,12:00:00 a. m.,1/28/13,1:30:00 a. m.,CHESTER ST BAR,AGGRAVATED ASSAULT,REPORTED TO OTHER,0
CC1300760,2/4/13,12:00:00 a. m.,1/26/13,3:35:00 p. m.,900 blk of LOCUST S,ROBBERY,REPORTED TO OTHER,0
CC1300945,2/4/13,12:00:00 a. m.,2/1/13,11:00:00 p. m.,BROTHERS BAR & GRILL,LIQUOR,REPORTED TO OTHER,14
CC1300948,2/4/13,12:00:00 a. m.,2/1/13,9:15:00 p. m.,THIRD ST S / DANIEL ST,NON-FORCIBLE SEX OFFENSE,REPORTED TO OTHER,0
CC1300944,2/4/13,12:00:00 a. m.,2/1/13,10:40:00 p. m.,ILLINI INN,LIQUOR,REPORTED TO OTHER,0
CC1300806,2/4/13,12:00:00 a. m.,1/27/13,6:00:00 p. m.,200 blk of E WHITE ST,LARCENY,REPORTED TO OTHER,0
CC1300781,2/4/13,12:00:00 a. m.,1/27/13,1:30:00 a. m.,JOHN ST E / FIRST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
344-2013,2/4/13,9:56:00 a. m.,2/4/13,2:20:00 a. m.,PAR DINING,DRUG,STUDENT DISCIPLINE,41
II1300141,2/5/13,12:45:00 p. m.,1/30/13,12:45:00 p. m.,CAMARGO,TRESPASS NOTICE,ADMIN. CLOSE,0
CC1300946,2/5/13,12:00:00 a. m.,2/1/13,11:25:00 p. m.,CLYBOURNES,LIQUOR,REPORTED TO OTHER,14
CC1300947,2/5/13,12:00:00 a. m.,2/1/13,11:40:00 p. m.,700 blk of SIXTH S,LIQUOR,REPORTED TO OTHER,14
CC1300950,2/5/13,12:00:00 a. m.,2/2/13,12:20:00 a. m.,WHITE HORSE INN,LIQUOR,REPORTED TO OTHER,0
CC1300813,2/5/13,12:00:00 a. m.,1/27/13,3:00:00 a. m.,blk of ARMORY E,DESTR/DAMAG/VAND,REPORTED TO OTHER,31
CC1300920,2/5/13,12:00:00 a. m.,2/1/13,1:17:00 a. m.,900 blk of LOCUST ST S,UNLAW USE ID,REPORTED TO OTHER,0
CC1300905,2/5/13,12:00:00 a. m.,12/1/12,10:00:00 p. m.,FIFTH S / GREEN,UNLAW USE ID,REPORTED TO OTHER,0
CC1300900,2/5/13,12:00:00 a. m.,2/1/13,1:15:00 a. m.,900 blk of SECOND S,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
II1300186,2/6/13,8:28:00 a. m.,2/6/13,8:28:00 a. m.,UNDERGRAD LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE,47
II1300192,2/6/13,6:40:00 p. m.,2/6/13,6:40:00 p. m.,"CATLIN, IL",ASSIST OTHER GOVT AGENCY/EOD,ADMIN. CLOSE,36
II1300191,2/6/13,10:43:00 p. m.,2/6/13,10:43:00 p. m.,FORBES RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,34
II1300193,2/6/13,10:58:00 p. m.,2/6/13,10:58:00 p. m.,TAFT RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE,34
CC1300949,2/6/13,12:00:00 a. m.,2/1/13,11:40:00 p. m.,FIREHAUS,LIQUOR,REPORTED TO OTHER,36
CC1300951,2/6/13,12:00:00 a. m.,2/2/13,1:00:00 a. m.,KAM'S BAR,LIQUOR,REPORTED TO OTHER,0
CC1300958,2/6/13,12:00:00 a. m.,2/2/13,2:45:00 a. m.,FOURTH STREET S / CHALMERS,SIMPLE ASSAULT,REPORTED TO OTHER,27
CC1300985,2/6/13,12:00:00 a. m.,2/3/13,1:05:00 a. m.,BROTHERS BAR,SIMPLE ASSAULT,REPORTED TO OTHER,14
CC1301046,2/6/13,12:00:00 a. m.,2/5/13,2:21:00 p. m.,500 blk of E STOUGHTON ST,LARCENY,REPORTED TO OTHER,0
CC1300999,2/6/13,12:00:00 a. m.,2/1/13,7:00:00 a. m.,SIGMA PHI EPSILON,LARCENY,REPORTED TO OTHER,0
CC1300968,2/6/13,12:00:00 a. m.,2/2/13,10:40:00 a. m.,SILVER MINE SUBS,LARCENY,REPORTED TO OTHER,0
II1300195,2/7/13,1:26:00 a. m.,2/7/13,1:26:00 a. m.,MURPHY'S PUB,BATTERY-AGGRAVATED,ARREST,10
II1300194,2/7/13,12:31:00 a. m.,2/7/13,12:31:00 a. m.,SIXTH ST / GREEN ST,POSSESSION OF CANNABIS,ARREST,14
II1300198,2/7/13,1:46:00 p. m.,2/7/13,1:46:00 p. m.,GREGORY DRIVE / FOURTH ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,35
II1300197,2/7/13,11:00:00 a. m.,1/25/13,12:00:00 p. m.,HYDROGEN LIQUEFIER BLDG,THEFT UNDER,ADMIN. CLOSE,0
II1300199,2/7/13,10:09:00 p. m.,2/7/13,10:09:00 p. m.,TOWNSEND RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE,16
II1300234,2/7/13,9:27:00 p. m.,2/7/13,9:00:00 p. m.,OAK ST LIBRARY,ARSON,ARREST,0
II1300203,2/8/13,8:45:00 a. m.,2/7/13,5:00:00 p. m.,HENRY ADMIN,CRIMINAL DEFACEMENT OF,ADMIN. CLOSE,47
