Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
AI140220038,1/22/14,3:36:00 a. m.,1/22/14,3:36:00 a. m.,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE,0
00129-2014,1/22/14,10:14:00 p. m.,1/22/14,10:14:00 p. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCPLINE,0
FI140230174,1/23/14,11:37:00 a. m.,1/23/14,11:37:00 a. m.,TRELEASE RESD HALL,DOMESTIC,STUDENT DISCIPLINE,0
FI140230445,1/23/14,11:18:00 p. m.,1/23/14,11:18:00 p. m.,CARR RESD HALL,DRUGS,STUDENT DISCIPLINE,0
II1400101,1/24/14,10:13:00 a. m.,8/8/13,8:00:00 a. m.,ALICE CAMPBELL ALUM CNTR,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
CC1400194,1/24/14,12:00:00 a. m.,12/30/13,9:30:00 a. m.,PAVLOV MEDIA,BURGLARY,REPORTED TO OTHER,0
CC1400323,1/24/14,12:00:00 a. m.,1/13/14,1:00:00 a. m.,KLATT PROPERTIES,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1400169,1/24/14,12:00:00 a. m.,12/18/13,1:00:00 p. m.,"STARBUCKS-GRE, CH",LARCENY,REPORTED TO OTHER,24
CC1400450,1/24/14,12:00:00 a. m.,1/17/14,11:41:00 p. m.,300 blk of SECOND S,DRUGS,REPORTED TO OTHER,0
CC1400500,1/24/14,12:00:00 a. m.,1/19/14,9:21:00 p. m.,800 blk of S THIRD ST,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1400411,1/24/14,12:00:00 a. m.,1/2/14,12:01:00 a. m.,1000 blk of OAK S,BURGLARY,REPORTED TO OTHER,0
CC1400462,1/24/14,12:00:00 a. m.,1/3/14,4:00:00 a. m.,300 blk of E SPRINGFIELD AVE,LARCENY,REPORTED TO OTHER,47
CC1400522,1/24/14,12:00:00 a. m.,1/20/14,8:00:00 a. m.,800 blk of FIRST ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
00149-2014,1/24/14,7:45:00 p. m.,1/24/14,7:45:00 p. m.,LEONARD RESD HALL,DRUGS,STUDENT DISCPLINE,0
II1400082,1/25/14,8:41:00 p. m.,1/25/14,8:41:00 p. m.,400 blk of STOUGHTON E,CANNABIS-DELIVERY OVER 30GM,ARREST,40
II1400110,1/25/14,3:41:00 p. m.,1/25/14,3:41:00 p. m.,SAVE-A-LOT,ASSIST URBANA THEFT,ADMIN. CLOSE,41
FI140250011,1/25/14,12:26:00 a. m.,1/25/14,12:26:00 a. m.,700-BLK S FIFTH,PUBLIC URINATION,STUDENT DISCIPLINE,34
FI140250018,1/25/14,12:47:00 a. m.,1/25/14,12:47:00 a. m.,1203 W OREGON,PUBLIC URINATION,ADMIN. CLOSED,0
00158-2014,1/25/14,7:24:00 p. m.,1/25/14,7:24:00 p. m.,SHELDON RESD HALL,LIQUOR,STUDENT DISCPLINE,0
00192-2014,1/25/14,5:50:00 a. m.,1/25/14,5:50:00 a. m.,COMMUNITY BLOOD SERVICES,LIQUOR,STUDENT DISCPLINE,0
II1400111,1/26/14,2:43:00 a. m.,1/26/14,2:43:00 a. m.,SPRINGFIELD E / FOURTH ST,BATTERY,ARREST,36
II1400113,1/26/14,11:38:00 a. m.,1/26/14,11:38:00 a. m.,GREEN ST E / WRIGHT ST,WARRANT-IN STATE,ARREST,1
II1400140,1/28/14,10:48:00 p. m.,1/28/14,10:45:00 p. m.,ASHTON WOODS,BATTERY-DOMESTIC,ARREST,0
II1400143,1/29/14,2:20:00 a. m.,1/29/14,2:20:00 a. m.,SPEECH-HEARING,PUBLIC URINATION (C),ARREST,0
II1400147,1/29/14,5:48:00 p. m.,1/29/14,5:48:00 p. m.,FLORIDA AV W / RACE,WARRANT-IN STATE,ARREST,16
FI140290026,1/29/14,2:13:00 a. m.,1/29/14,2:13:00 a. m.,900 COLLEGE CT,LIQUOR,STUDENT DISCIPLINE,0
FI140290445,1/29/14,11:59:00 p. m.,1/29/14,11:59:00 p. m.,BOUSFIELD RESD HALL,DRUGS,STUDENT DISCIPLINE,0
II1400153,1/30/14,1:47:00 p. m.,1/30/14,1:47:00 p. m.,PAR DINING HALL,THEFT UNDER,ADMIN. CLOSE,50
FI140300014,1/30/14,12:40:00 a. m.,1/30/14,12:40:00 a. m.,1000-BLK S LINCOLN,LIQUOR,STUDENT DISCIPLINE,16
CSA14-1,1/30/14,10:53:00 a. m.,1/26/14,UNKNOWN,KAPPA ALPHA PSI,SEX OFFENSE,ADMIN. CLOSED,15
II1400160,1/31/14,1:49:00 a. m.,1/31/14,1:49:00 a. m.,100 blk of FOURTH N,WARRANT-IN STATE,ARREST,0
00234-2014,1/31/14,9:15:00 p. m.,1/31/15,9:15:00 p. m.,ALLEN RESD HALL,LIQUOR,STUDENT DISCPLINE,0
II1400170,2/1/14,10:02:00 a. m.,2/1/14,10:02:00 a. m.,1000 blk of STOUGHTON W,ASSIST UPD W/DOMESTIC,ADMIN. CLOSE,47
UU1400582,2/1/14,12:00:00 a. m.,2/1/14,10:00:00 a. m.,1000 blk of STOUGHTON ST,DOMESTIC BATTERY,REPORTED TO OTHER,0
FI140320071,2/1/14,2:46:00 a. m.,2/1/14,2:46:00 a. m.,300-BLK DANIEL,LIQUOR,STUDENT DISCIPLINE,0
FI140320525,2/1/14,11:10:00 p. m.,2/1/14,11:10:00 p. m.,900 W OREGON,DRUGS,ADMIN. CLOSED,25
00240-2014,2/1/14,7:30:00 p. m.,2/1/14,7:30:00 p. m.,WARDALL RESD HALL,DRUGS,STUDENT DISCPLINE,0
II1400176,2/2/14,12:28:00 a. m.,2/2/14,12:28:00 a. m.,FOURTH ST / SPRINGFIELD AVE,WARRANT-IN STATE,ARREST,0
II1400178,2/2/14,1:37:00 a. m.,2/2/14,1:35:00 a. m.,MOBIL SUPER PANTRY,ASSIST UPD W/RETAIL THEFT,ADMIN. CLOSE,0
II1400181,2/2/14,11:01:00 p. m.,2/2/14,11:01:00 p. m.,FIRST ST S / STOUGHTON ST E,CANNABIS-POSS 30 GM & UNDER,ARREST,34
FI140330377,2/2/14,9:56:00 p. m.,2/2/14,9:56:00 p. m.,EVANS RESD HALL,DRUGS,STUDENT DISCIPLINE,13
00244-2014,2/2/14,1:30:00 a. m.,2/2/14,1:30:00 a. m.,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCPLINE,50
II1400184,2/3/14,11:32:00 a. m.,2/3/14,11:31:00 a. m.,ROGERS ADAMS LABORATORY,VIOLATION ORDER PROTECTION,ARREST,0
CC1400676,2/3/14,12:00:00 a. m.,1/25/14,7:40:00 p. m.,GOLDEN WOK,MOTOR VEHICLE THEFT,REPORTED TO OTHER,41
CC1400687,2/3/14,12:00:00 a. m.,1/26/14,8:30:00 a. m.,E DANIEL ST / THIRD ST,DISORDERLY SUBJECT,REPORTED TO OTHER,10
CC1400664,2/3/14,12:00:00 a. m.,1/20/14,3:00:00 p. m.,600 blk of S WRIGHT ST,LARCENY,REPORTED TO OTHER,17
CC1400650,2/3/14,12:00:00 a. m.,1/25/14,1:21:00 a. m.,GREEN ST / S FOURTH ST,LARCENY,REPORTED TO OTHER,40
CC1400641,2/3/14,12:00:00 a. m.,1/24/14,7:03:00 p. m.,THE SMOKE SHACK,AGGRAVATED ASSAULT,REPORTED TO OTHER,0
CC1400562,2/3/14,12:00:00 a. m.,1/21/14,10:50:00 p. m.,500 blk of E SPRINGFIELD,NOISE VIOLATION,REPORTED TO OTHER,0
CC1400729,2/3/14,12:00:00 a. m.,1/26/14,3:30:00 p. m.,CHAMPAIGN PUBLIC LIBRARY,LARCENY,REPORTED TO OTHER,0
FI140340064,2/3/14,3:49:00 a. m.,2/3/14,3:49:00 a. m.,MUSIC BLDG,LIQUOR,ADMIN. CLOSED,0
UU1400163,2/4/14,12:00:00 a. m.,11/8/13,12:01:00 a. m.,500 blk of BUSEY AV S,LARCENY,REPORTED TO OTHER,0
II1400207,2/6/14,2:37:00 p. m.,2/6/14,2:37:00 p. m.,CULVERS,WARRANT-IN STATE,ARREST,0
II1400216,2/7/14,8:34:00 p. m.,2/7/14,8:34:00 p. m.,JOHN / THIRD,WARRANT-IN STATE,ARREST,0
FI140380066,2/7/14,4:00:00 a. m.,2/7/14,4:00:00 a. m.,TAFT RESD HALL,LIQUOR,STUDENT DISCIPLINE,0
AI140380042,2/7/14,2:29:00 a. m.,2/7/14,2:29:00 a. m.,105 S GREGORY,LIQUOR,STUDENT DISCIPLINE,45
00278-2014,2/7/14,4:00:00 a. m.,2/7/14,4:00:00 a. m.,BUSEY RESD HALL,LIQUOR,STUDENT DISCPLINE,0
II1400219,2/8/14,11:22:00 p. m.,2/7/14,11:22:00 p. m.,700 blk of DUNLAP,ASSIST CCSO W/ARMED SUBJECT,ADMIN. CLOSE,0
II1400220,2/8/14,3:13:00 p. m.,2/8/14,6:00:00 a. m.,TREALEASE RESIDENCE HALL,THEFT OVER,STUDENT DISCIPLINE,0
II1400222,2/8/14,11:15:00 p. m.,2/8/14,11:15:00 p. m.,HEALEY ST E / SIXTH ST,CANNABIS-POSS 30 GM & UNDER,PENDING,0
FI140390013,2/8/14,12:33:00 a. m.,2/8/14,12:33:00 a. m.,COMM UNITED CHURCH,LIQUOR,STUDENT DISCIPLINE,29
FI140390023,2/8/14,12:50:00 a. m.,2/8/14,12:50:00 a. m.,GOODWIN/PENN,LIQUOR,STUDENT DISCIPLINE,0
FI140390115,2/8/14,8:10:00 a. m.,2/8/14,8:10:00 a. m.,PHYSICAL PLANT,LIQUOR,ADMIN. CLOSED,0
II1400223,2/9/14,11:17:00 a. m.,2/9/14,11:17:00 a. m.,100 blk of UNIVERSITY AVENUE E,RUNAWAY - MINOR REQUIRE AUTH,PENDING,0
II1400225,2/9/14,6:18:00 p. m.,2/9/14,6:18:00 p. m.,UNIVERSITY AVE / COLER ST,ASSIST CPD W/ROBBERY,ADMIN. CLOSE,0
CC1401109,2/9/14,12:00:00 a. m.,2/9/14,6:15:00 p. m.,600 blk of E WHITE ST,ROBBERY,REPORTED TO OTHER,0
FI140400309,2/9/14,7:11:00 p. m.,2/9/14,7:11:00 p. m.,600-BLK GREEN ST,LIQUOR,ADMIN. CLOSED,0
II1400227,2/10/14,6:44:00 p. m.,2/9/14,6:44:00 p. m.,UNIVERSITY W / COLER,ASSIST PD W/ACCIDENT,ADMIN. CLOSE,0
II1400229,2/10/14,1:38:00 a. m.,2/10/14,1:38:00 a. m.,FIFTH ST / JOHN ST,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST,0
II1400237,2/10/14,7:39:00 p. m.,2/10/14,12:20:00 p. m.,"MATTESON, IL",THEFT UNDER,PENDING,0
II1400328,2/10/14,1:11:00 p. m.,2/7/14,4:00:00 p. m.,LINCOLN / FLORIDA,CRIMINAL DAMAGE GOVT SUPPORT,UNFOUNDED,0
CSA14-2,2/10/14,10:04:00 a. m.,2/8/14,UNKNOWN,THETA XI,SEX OFFENSE,ADMIN. CLOSED,0
II1400241,2/11/14,11:39:00 a. m.,2/11/14,11:39:00 a. m.,NEW COVENANT FELLOWSHIP,HARBOURING A RUNAWAY,ARREST,0
UU1400635,2/11/14,12:00:00 a. m.,2/3/14,10:00:00 p. m.,800 blk of SPRINGFIELD AV,DATING VIOLENCE,REPORTED TO OTHER,0
II1400258,2/12/14,9:46:00 p. m.,2/12/14,9:46:00 p. m.,GREEN ST / LOCUST,WARRANT-IN STATE,ARREST,0
II1400259,2/12/14,11:32:00 p. m.,2/12/14,11:32:00 p. m.,LINCOLN AV N / KILLARNEY ST,ASSIST STATE/ACCIDENT,ADMIN. CLOSE,21
CC1401086,2/12/14,12:00:00 a. m.,2/7/14,10:00:00 p. m.,1000 blk of S SIXTH ST,LARCENY,REPORTED TO OTHER,34
CC1400996,2/12/14,12:00:00 a. m.,2/6/14,12:02:00 a. m.,600 blk of S RANDOLPH ST,NOISE VIOLATION,REPORTED TO OTHER,47
CC1400984,2/12/14,12:00:00 a. m.,2/5/14,1:00:00 p. m.,1000 blk of SIXTH ST S,BURGLARY,REPORTED TO OTHER,36
CC1401079,2/12/14,12:00:00 a. m.,2/8/14,12:00:00 p. m.,EVERGREEN HOOKA LOUNGE,LARCENY,REPORTED TO OTHER,0
CC1400963,2/12/14,12:00:00 a. m.,2/4/14,2:10:00 p. m.,blk of E LOGAN ST,LARCENY,REPORTED TO OTHER,22
CC1400850,2/12/14,12:00:00 a. m.,4/1/13,12:00:00 p. m.,HEARTLAND CARE,DECPT PRACTICE,REPORTED TO OTHER,29
CC1400887,2/12/14,12:00:00 a. m.,2/1/14,3:00:00 p. m.,HEARTLAND HEALTHCARE,LARCENY,REPORTED TO OTHER,16
CC1400930,2/12/14,12:00:00 a. m.,2/3/14,2:46:00 p. m.,FIFTH ST / SPRINGFIELD AV,DRUGS,REPORTED TO OTHER,0
CC1400777,2/12/14,12:00:00 a. m.,1/28/14,12:40:00 p. m.,2200 blk of S FIRST ST,LARCENY,REPORTED TO OTHER,36
II1400260,2/13/14,12:48:00 p. m.,2/13/14,12:45:00 p. m.,KIRBY E / OAK,BATTERY-DOMESTIC,ARREST,36
II1400264,2/13/14,11:13:00 p. m.,2/13/14,11:13:00 p. m.,FOURTH S / GREEN,WARRANT-IN STATE,ARREST,30
CC1400742,2/14/14,12:00:00 a. m.,12/20/13,11:00:00 p. m.,E GREEN ST / THIRD,UNLAW USE ID,REPORTED TO OTHER,18
CC1400881,2/14/14,12:00:00 a. m.,2/1/14,4:15:00 p. m.,S FOURTH ST / HEALEY,THROW DANG MATERIALS,REPORTED TO OTHER,0
CC1400976,2/14/14,12:00:00 a. m.,2/5/14,10:23:00 a. m.,700 blk of S LOCUST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER,33
UU1400752,2/14/14,12:00:00 a. m.,2/10/14,11:35:00 a. m.,1300 blk of LINCOLN AV N,DOMESTIC,REPORTED TO OTHER,0
II1400275,2/15/14,7:16:00 p. m.,2/15/14,7:16:00 p. m.,LINCOLN AV S / PENNSYLVANIA AV,WARRANT-IN STATE,ARREST,0
FI140460099,2/15/14,4:22:00 a. m.,2/15/14,4:22:00 a. m.,SHERMAN RESD HALL,DOMESTIC,STUDENT DISCIPLINE,0
II1400279,2/17/14,10:59:00 a. m.,2/13/14,5:00:00 p. m.,BOUSFIELD DORM KITCHEN,THEFT UNDER,PENDING,47
II1400286,2/17/14,1:09:00 p. m.,2/15/14,10:50:00 a. m.,TECH ZONE,DECEPTIVE PRACTICES,PENDING,17
II1400350,2/18/14,11:25:00 a. m.,2/18/14,11:25:00 a. m.,HENRY ADMIN,HARASSMENT BY TELEPHONE,PENDING,0
FI140490020,2/18/14,1:05:00 a. m.,2/18/14,1:05:00 a. m.,FOURTH/UNIVERSITY,LIQUOR,ADMIN. CLOSED,34
II1400296,2/19/14,4:09:00 p. m.,2/19/14,4:09:00 p. m.,MTD BUS STOP,WARRANT-IN STATE,ARREST,17
FI140500036,2/19/14,1:43:00 a. m.,2/19/14,1:43:00 a. m.,500-BLK DANILE,LIQUOR,STUDENT DISCIPLINE,17
AI140500032,2/19/14,1:20:00 a. m.,2/19/14,1:20:00 a. m.,PI BETA PHI,LIQUOR,STUDENT DISCIPLINE,10
II1400307,2/20/14,5:05:00 p. m.,2/20/14,9:50:00 a. m.,GOODWIN GREEN APTS,HARRASMENT BY ELECTRONIC,ADMIN. CLOSE,0
AI140520009,2/21/14,12:40:00 a. m.,2/21/14,12:40:00 a. m.,CVS - GREEN ST,LIQUOR,STUDENT DISCIPLINE,13
II1400326,2/22/14,2:00:00 a. m.,2/22/14,1:54:00 a. m.,PENNSYLVANIA AVE W / GOODWIN,SEXUAL ABUSE-CRIMINAL,CLEARED EXCEPT. REFUSAL,0
II1400329,2/22/14,1:10:00 p. m.,2/22/14,1:10:00 p. m.,LINCOLN / GREEN,WARRANT-IN STATE,ARREST,0
AI140540012,2/23/14,12:13:00 a. m.,2/23/14,12:13:00 a. m.,JOHN/FOURTH,LIQUOR,STUDENT DISCIPLINE,0
AI140530441,2/23/14,11:49:00 p. m.,2/23/14,11:49:00 p. m.,SAUNDERS RESD HALL,LIQUOR,STUDENT DISCIPLINE,0
II1400339,2/24/14,1:27:00 a. m.,2/24/14,1:27:00 a. m.,GREEN / GOODWIN,WARRANT-IN STATE,ARREST,0
II1400341,2/24/14,12:55:00 p. m.,2/24/14,10:00:00 a. m.,STAFF HUMAN RESOURCES,HARASSMENT BY TELEPHONE,ADMIN. CLOSE,0
II1400348,2/25/14,1:25:00 a. m.,2/25/14,1:24:00 a. m.,SIXTH ST / DANIEL ST,TRESPASS NOTICE,ADMIN. CLOSE,0
II1400356,2/25/14,10:10:00 p. m.,2/25/14,10:10:00 p. m.,BROMELY HALL,CANNABIS-DELIVERY 30GM & UNDER,PENDING,23
FI140560396,2/25/14,9:24:00 p. m.,2/25/14,9:24:00 p. m.,OAK/GREGORY,DISORDERLY,ADMIN. CLOSED,0
CSA14-3,2/25/14,3:36:00 p. m.,10/13/13,9:30:00 p. m.,UNK RESD HALL,SEX OFFENSE,ADMIN. CLOSED,0
UU1401010,2/26/14,12:00:00 a. m.,2/21/14,11:01:00 p. m.,CRYSTAL LAKE PARK,DRUGS,REPORTED TO OTHER,0
II1400322,2/27/14,7:41:00 p. m.,2/27/14,7:41:00 p. m.,TOWERS AT THIRD,CANNABIS-DELIVERY 30GM & UNDER,ARREST,0
II1400364,2/27/14,4:03:00 p. m.,2/27/14,4:03:00 p. m.,TRANSIT PLAZA,BATTERY,ADMIN. CLOSE,0
II1400365,2/27/14,5:21:00 p. m.,2/27/14,5:21:00 p. m.,PARKING LOT E-9,CRIMINAL DAMAGE TO PROPERTY,PENDING,34
CC1401089,2/27/14,12:00:00 a. m.,2/8/14,8:45:00 p. m.,DUNKIN DOUGHNUTS,DISORDERLY CONDUCT,REPORTED TO OTHER,22
II1400369,2/28/14,1:44:00 p. m.,2/28/14,12:30:00 p. m.,IKENBERRY DINING,THEFT UNDER,STUDENT DISCIPLINE,0
II1400380,2/28/14,10:52:00 p. m.,2/28/14,7:00:00 p. m.,PARKING LOT C-5,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1400384,3/1/14,11:19:00 a. m.,2/22/14,4:00:00 p. m.,GREGORY PLACE PARKING LOT,CRIMINAL DAMAGE TO PROPERTY,PENDING,1
II1400388,3/2/14,2:05:00 a. m.,3/2/14,2:05:00 a. m.,GREEN STREET E / THIRD ST,ASSIST CPD W/BATTERY,ADMIN. CLOSE,27
II1400311,3/3/14,8:21:00 p. m.,3/3/14,8:21:00 p. m.,CHI PSI FRATERNITY HOUSE,CANNABIS-DELIVERY 30GM & UNDER,ARREST,0
II1400392,3/3/14,3:50:00 a. m.,3/3/14,3:45:00 a. m.,MATERIAL RESEARCH,HARASSMENT BY TELEPHONE,ARREST,29
CC1401565,3/3/14,12:00:00 a. m.,1/9/14,12:01:00 a. m.,blk of E HEALEY ST,DECEPTIVE PRACTICE,REPORTED TO OTHER,0
CC1401221,3/3/14,12:00:00 a. m.,6/1/13,12:01:00 a. m.,500 blk of W GREEN ST,LARCENY,REPORTED TO OTHER,0
CC1401404,3/3/14,12:00:00 a. m.,2/19/14,2:00:00 a. m.,blk of E DANIEL ST,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1401282,3/3/14,12:00:00 a. m.,2/15/14,12:45:00 a. m.,FOURTH ST / CLARK ST,DISORDERLY CONDUCT,REPORTED TO OTHER,0
CC1401445,3/3/14,12:00:00 a. m.,2/20/14,6:05:00 p. m.,SMOKE SHACK,SALE OF TOBACCO,REPORTED TO OTHER,0
CC1401447,3/3/14,12:00:00 a. m.,2/20/14,6:30:00 p. m.,PICCADILLY,SALE OF TOBACCO,REPORTED TO OTHER,23
CC1401525,3/3/14,12:00:00 a. m.,2/19/14,6:00:00 p. m.,400 blk of E SPRINGFIELD AVE,LARCENY,REPORTED TO OTHER,0
CC1401507,3/3/14,12:00:00 a. m.,2/21/14,4:30:00 p. m.,CHALMERS ST / SIXTH ST,LARCENY,REPORTED TO OTHER,0
II1400400,3/4/14,8:11:00 p. m.,3/4/14,8:05:00 p. m.,ORHCARD DOWNS BUS STOP,BATTERY,CLEARED EXCEPT. REFUSAL,0
II1400403,3/5/14,10:20:00 a. m.,3/5/14,10:20:00 a. m.,TIS BOOKSTORE,ASSIST CPD W/RETAIL THEFT,ADMIN. CLOSE,0
II1400407,3/5/14,3:02:00 p. m.,3/5/14,3:02:00 p. m.,I-HOTEL,THEFT-LOST/MISLAID PROPERTY,PENDING,0
UU1401124,3/5/14,12:00:00 a. m.,2/28/14,11:55:00 p. m.,1100 blk of BUSEY S,NOISE VIOLATION,REPORTED TO OTHER,0
CC1401816,3/5/14,12:00:00 a. m.,3/5/14,10:19:00 a. m.,TIS BOOK STORE,LARCENY,REPORTED TO OTHER,34
FI140640008,3/5/14,1:06:00 a. m.,3/5/14,1:06:00 a. m.,200-BLK E GREEN,LIQUOR,STUDENT DISCIPLINE,41
AI140640019,3/5/14,2:00:00 a. m.,3/5/04,2:00:00 a. m.,WESTON RESD HALL,LIQUOR,STUDENT DISCIPLINE,34
II1400412,3/6/14,12:11:00 a. m.,3/6/14,12:11:00 a. m.,FIFTH ST / DANIEL ST,RECOVERED STOLEN VEHICLE,ADMIN. CLOSE,0
II1400413,3/6/14,12:59:00 a. m.,3/6/14,12:59:00 a. m.,THIRD ST S / JOHN ST,LIQUOR-ILLEGAL POSS. BY MINOR,ARREST,0
II1400414,3/6/14,2:29:00 a. m.,3/6/14,2:29:00 a. m.,E GREEN / S FIFTH,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,0
II1400415,3/6/14,7:54:00 a. m.,3/4/14,3:30:00 p. m.,ECE,THEFT UNDER,UNFOUNDED,0
CC1401142,3/6/14,12:00:00 a. m.,2/1/14,12:01:00 a. m.,ILLINI TOWER,DOMESTIC BATTERY,REPORTED TO OTHER,0
AI140650466,3/6/14,9:27:00 p. m.,3/6/14,9:27:00 p. m.,PARKING LOT D-20,LIQUOR,STUDENT DISCIPLINE,27
II1400424,3/7/14,2:07:00 a. m.,3/7/14,2:07:00 a. m.,600 blk of E ARMORY AV S,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1400426,3/7/14,10:04:00 a. m.,3/7/14,10:04:00 a. m.,DISTILLARY,CARRYING OUT OF PREMISE,ARREST,34
