Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
CC1500318,1/15/15,0:00,12/19/14,16:00,ALPHA KAPPA LAMBDA,THEFT UNDER,REPORTED TO OTHER AGENCY,21
II1500034,1/15/15,1:22,1/15/15,1:22,GREEN ST E / S FOURTH ST,BREATH ALCOHOL OVER LIMIT,ARREST,0
II1500035,1/15/15,3:44,1/15/15,3:44,CVS,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,0
II1500036,1/15/15,10:20,1/15/15,10:20,SDRP,THEFT OVER,ADMIN. CLOSE,34
II1500037,1/15/15,11:46,1/14/15,18:00,700 blk of MATHEWS AV S,PREDATORY CRIM SEX ASSAULT OF CHILD,REFERRED TO OTHER JURISDICTION,24
II1500040,1/16/15,14:32,1/15/15,8:00,HOUSING FOOD STORES,THEFT UNDER,UNFOUNDED,0
II1500041,1/16/15,17:32,1/16/15,17:32,SCHNUCKS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1500042,1/16/15,22:18,12/20/14,17:00,BOUSFIELD HALL,THEFT UNDER,ADMIN. CLOSE,34
FI150170068,1/17/15,2:44,1/17/15,2:44,FIRST/ARMORY,LIQUOR,ADMIN. CLOSED,0
II1500043,1/17/15,2:25,1/17/15,2:25,SPRINGFIELD / NEIL,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,0
II1500045,1/18/15,1:25,1/18/15,1:25,FOURTH S / HEALEY,WARRANT-IN STATE,ARREST,0
II1500049,1/18/15,20:25,1/18/15,20:25,IUB,THEFT-RETAIL,STUDENT DISCIPLINE REFERRAL,18
FI150190005,1/19/15,0:06,1/19/15,0:06,WRIGHT/GREEN,LIQUOR,STUDENT DISCIPLINE REFERRAL,47
FI150190008,1/19/15,0:14,1/19/15,0:14,GREEN/SIXTH,LIQUOR,ADMIN. CLOSED,0
FI150190018,1/19/15,0:45,1/19/15,0:45,FIRST/CHALMERS,LIQUOR,STUDENT DISCIPLINE REFERRAL,0
II1500052,1/19/15,17:38,1/19/15,16:00,FOURTH ST S / ARMORY,THEFT OVER,ADMIN. CLOSE,31
AI150200021,1/20/15,1:32,1/20/15,1:32,300 GREEN ST E,LIQUOR,STUDENT DISCIPLINE REFERRAL,0
CC1500001,1/20/15,0:00,1/1/15,0:05,blk of CHALMERS ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,0
CC1500010,1/20/15,0:00,1/1/15,2:45,900 blk of S SECOND ST,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500012,1/20/15,0:00,12/31/14,20:30,600 blk of THIRD ST S,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500154,1/20/15,0:00,12/19/14,2:00,1000 blk of S THIRD ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
FI150200002,1/20/15,0:03,1/20/15,0:03,UNDERGRAD LIBRARY,PUBLIC URINATION,STUDENT DISCIPLINE REFERRAL,47
II1500054,1/20/15,8:56,1/3/15,17:00,DAVENPORT HALL,THEFT OVER,ADMIN. CLOSE,47
II1500055,1/20/15,9:43,1/19/15,0:01,PARKING LOT A-11,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,0
II1500058,1/20/15,16:56,1/20/15,16:50,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,18
00137-2015,1/21/15,23:17,1/21/15,23:17,WESTON RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,34
AI150210030,1/21/15,0:30,1/21/15,0:30,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,36
FI150210030,1/21/15,1:37,1/21/15,1:37,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,34
FI150210053,1/21/15,3:10,1/21/15,3:10,ILLINI UNION BUS STOP,LIQUOR,STUDENT DISCIPLINE REFERRAL,47
II1500059,1/21/15,12:18,1/21/15,10:50,LOOMIS LAB,THEFT UNDER,ADMIN. CLOSE,13
II1500061,1/21/15,16:19,1/20/15,16:00,IKENBERRY COMMONS,THEFT OVER,ADMIN. CLOSE,34
II1500062,1/21/15,17:20,1/21/15,17:20,HOULIHANS RESTAURANT,BATTERY,ARREST,0
II1500066,1/21/15,21:01,1/21/15,21:01,MR GAS PLUS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1500067,1/21/15,22:33,1/21/15,22:33,SAINT MARY'S RD / NEIL ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
00155-2015,1/22/15,22:40,1/22/15,22:40,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,34
AR150220012,1/22/15,0:37,1/22/15,0:37,PARKING LOT C-16,DRUGS,STUDENT DISCIPLINE REFERRAL,17
CC1500313,1/22/15,0:00,11/7/14,13:11,100 blk of E DANIEL ST,POSSESSION STOLEN PROPERTY,REPORTED TO OTHER AGENCY,0
FI150220035,1/22/15,2:18,1/22/15,2:18,SIXTH/JOHN,LIQUOR,STUDENT DISCIPLINE REFERRAL,18
II1500069,1/22/15,1:41,1/22/15,1:41,DANIEL ST E / FOURTH ST,MIP ALCOHOL/LIQUOR,ARREST,21
II1500070,1/22/15,2:56,1/22/15,2:56,WINDSOR RD W / LINCOLN AVE,CURFEW,ADMIN. CLOSE,0
II1500076,1/22/15,20:10,1/22/15,20:10,GREEN STREET E / FOURTH ST,WARRANT-IN STATE,ARREST,0
II1500077,1/22/15,21:23,1/22/15,21:23,NEIL ST / GREEN ST,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,0
II1500078,1/22/15,17:21,1/22/15,15:00,FIRESTATION 4,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE,0
CC1500286,1/23/15,0:00,1/12/15,1:50,CHESTER ST BAR,THEFT UNDER,REPORTED TO OTHER AGENCY,0
CC1500338,1/23/15,0:00,1/14/15,17:23,COUNTY MARKET,RETAIL THEFT,REPORTED TO OTHER AGENCY,0
CC1500340,1/23/15,0:00,1/14/15,16:30,blk of JOHN ST E,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1500385,1/23/15,0:00,1/16/15,12:50,REPHONED,THEFT OVER,REPORTED TO OTHER AGENCY,36
CC1500437,1/23/15,0:00,1/18/15,0:01,400 blk of E HEALEY ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1500525,1/23/15,0:00,1/21/15,19:20,FOURTH ST S / WHITE,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,40
FI150230005,1/23/15,0:16,1/23/15,0:16,24 E GREEN,LIQUOR,ADMIN. CLOSED,0
II1500080,1/23/15,2:03,1/23/15,2:03,600 blk of GREEN ST E,BATTERY,ARREST,14
00170-2015,1/24/15,23:19,1/24/15,23:19,SNYDER RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,34
AI150240020,1/24/15,0:46,1/24/15,0:46,BABCOCK RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,41
AI150240076,1/24/15,3:02,1/24/15,3:02,VAN DOREN RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,34
AI150240486,1/24/15,23:33,1/24/15,23:33,PRESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,0
CC1500537,1/24/15,0:00,12/12/14,23:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
II1500083,1/24/15,0:03,1/24/15,0:03,NEVADA ST W / GREGORY ST,TRESPASS NOTICE,ADMIN. CLOSE,26
II1500085,1/24/15,10:15,1/23/15,21:25,ARC,THEFT UNDER,ADMIN. CLOSE,39
II1500086,1/24/15,11:20,1/24/15,11:20,ASHTON WOODS APARTMENTS,CANNABIS POSS 30 G AND UNDER - OLD,ADMIN. CLOSE,0
II1500088,1/24/15,17:03,1/24/15,17:03,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST,0
II1500089,1/24/15,17:17,1/24/15,17:17,PEABODY DR / FIRST ST,DRIVING UNDER INFLUENCE-DRUGS,ARREST,39
II1500091,1/24/15,19:18,1/24/15,19:18,GREEN ST E / WRIGHT ST S,WARRANT-IN STATE,ARREST,47
00173-2015,1/25/15,1:17,1/25/15,1:17,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,0
AI150250087,1/25/15,3:06,1/25/15,3:06,FLORIDA/LINCOLN,LIQUOR,STUDENT DISCIPLINE REFERRAL,45
CC1500454,1/25/15,0:00,1/19/15,2:00,700 blk of FIFTH ST S,BATTERY -CITY,REPORTED TO OTHER AGENCY,0
CC1500527,1/25/15,0:00,1/3/15,12:00,500 blk of SPRINGFIELD AV E,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1500529,1/25/15,0:00,1/21/15,22:40,600 blk of S THIRD ST,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
CC1500547,1/25/15,0:00,1/22/15,0:01,blk of E JOHN ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500593,1/25/15,0:00,1/23/15,21:59,1000 blk of LOCUST ST,ALCOHOL/LIQUOR SERVER NAME TAG REQ,REPORTED TO OTHER AGENCY,0
II1500092,1/25/15,1:51,1/25/15,1:51,NEVADA ST / GREGORY PL,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,26
II1500093,1/25/15,3:27,1/25/15,3:27,900 blk of COLLEGE CT,FALSE ID-POSS (MISC),ARREST,0
CSA15-2,1/26/15,10:55,1/25/15,UNKNOWN,ALPHA KAPPA,SEX OFFENSE,ADMIN. CLOSED,0
II1500098,1/26/15,1:11,1/26/15,1:11,POST I,TRESPASS NOTICE,ADMIN. CLOSE,0
II1500099,1/26/15,10:19,1/23/15,6:07,EDUCATION BUILDING,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,36
FI150270405,1/27/15,21:16,1/27/15,21:16,LUNDREN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,34
II1500107,1/27/15,11:17,1/26/15,21:00,PEABODY / SIXTH,THEFT FROM MOTOR VEHICLE,ADMIN. CLOSE,36
II1500108,1/27/15,12:41,12/18/14,8:00,TRELEASE RESIDENCE HALL,TELEPHONE THREAT,ADMIN. CLOSE,41
II1500111,1/27/15,19:51,1/27/15,19:45,ALLEN RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,32
FI150280013,1/28/15,0:57,1/28/15,0:57,DANIEL/FIFTH,LIQUOR,STUDENT DISCIPLINE REFERRAL,0
FI150320321,1/28/15,23:48,1/28/15,23:48,KCPA,LIQUOR,STUDENT DISCIPLINE REFERRAL,19
II1500114,1/28/15,11:58,1/28/15,10:50,ENGLISH BUILDING,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE REFERRAL,47
II1500115,1/28/15,13:22,1/28/15,13:22,SPURLOCK MUSEUM,DRUG EQUIPMENT-POSSESSION,ARREST,0
00216-2015,1/29/15,13:12,6/1/12,0:00,VARIOUS LOCATIONS,DATING VIOLENCE,ADMIN CLOSED,0
II1500122,1/29/15,13:05,1/23/15,13:05,ISR,DECEPTIVE PRACTICES,ADMIN. CLOSE,16
II1500124,1/29/15,17:09,1/29/15,14:30,NOYES LAB,THEFT UNDER,UNFOUNDED,47
II1500126,1/29/15,19:02,1/29/15,19:02,PENNSYLVANIA / SIXTH ST S,DRIVING UNDER INFLUENCE-DRUGS,ARREST,0
AR150300048,1/30/15,2:16,1/30/15,2:16,JOHN ST E/SIXTH ST S,LIQUOR,STUDENT DISCIPLINE REFERRAL,18
CC1500487,1/30/15,0:00,1/20/15,13:30,300 blk of STOUGHTON ST,THEFT-RETAIL,REPORTED TO OTHER AGENCY,0
CC1500502,1/30/15,0:00,1/20/15,23:16,300 blk of WHITE ST E,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,0
CC1500509,1/30/15,0:00,1/12/15,8:00,500 blk of GREEN ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500512,1/30/15,0:00,1/21/15,12:23,"CHESTER STREET BAR, CH",THEFT UNDER,REPORTED TO OTHER AGENCY,0
AI150310066,1/31/15,1:45,1/31/15,1:45,TAFT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,34
CC1500475,1/31/15,0:00,1/20/15,6:15,500 blk of E SPRINGFIELD AVE,TRESPASS-RESIDENCE,REPORTED TO OTHER AGENCY,0
CC1500517,1/31/15,0:00,1/20/15,19:00,200 blk of E GREEN ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
II1500131,1/31/15,1:54,1/31/15,1:54,NEWMAN HALL,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE REFERRAL,29
II1500135,1/31/15,18:56,1/31/15,18:56,SCOTT RESIDENCE HALL,WARRANT-IN STATE,ARREST,34
II1500136,1/31/15,19:42,1/31/15,19:41,TAFT RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,PENDING,34
AI150320080,2/1/15,4:42,2/1/15,4:42,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,41
FI150320321,2/1/15,22:44,2/1/15,22:44,ALLEN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,36
II1500137,2/1/15,0:04,2/1/15,0:04,blk of GREEN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1500138,2/1/15,0:36,2/1/15,0:36,FIRST ST / UNIVERSITY,OBSTRUCTING IDENTIFICATION,PENDING,36
CC1500706,2/2/15,0:00,1/27/15,14:32,CHALMERS ST / 1000,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,23
CC1500712,2/2/15,0:00,1/27/15,10:49,300 blk of CHALMERS ST,MURDER-FIRST DEGREE,REPORTED TO OTHER AGENCY,0
CSA15-3,2/2/15,18:15,1/31/15,UNKNOWN,UNK PRIV APT,SEX OFFENSE,ADMIN. CLOSED,0
II1500144,2/2/15,13:29,2/2/15,13:23,ILLINI UNION,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,47
II1500146,2/2/15,14:44,2/2/15,14:44,LAW BUILDING,TRESPASS NOTICE,ADMIN. CLOSE,38
II1500149,2/2/15,21:53,2/2/15,21:53,OGLESBY RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,41
II1500151,2/3/15,10:24,2/3/15,0:01,ALLEN HALL,THEFT UNDER,ADMIN. CLOSE,32
II1500156,2/3/15,20:38,2/3/15,20:38,UNIVERSITY AVE N / FIRST ST N,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,0
II1500157,2/3/15,21:13,2/3/15,21:13,UNDERGRADUATE LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE,47
II1500158,2/3/15,23:27,2/3/15,23:27,JUPITERS,WARRANT-IN STATE,ADMIN. CLOSE,0
II1500161,2/4/15,13:11,1/27/15,12:00,BUSEY RESIDENCE HALL,THEFT-IDENTITY,ADMIN. CLOSE,50
FI150370505,2/6/15,21:50,2/6/15,21:50,PARKING LOT D-15,DRUGS,ADMIN. CLOSED,17
II1500173,2/6/15,9:22,2/6/15,9:00,ENTOMOLOGY BUILDING,VIOLATION ORDER PROTECTION,ARREST,15
II1500175,2/6/15,11:17,2/6/15,11:17,BASH CT / SIXTH ST,BURGLARY FROM MOTOR VEHICLE,PENDING,9
FI150380025,2/7/15,0:48,2/7/15,0:48,ILLINI GROVE,DRUGS,STUDENT DISCIPLINE REFERRAL,32
FI150380063,2/7/15,2:12,2/7/15,2:12,ARBORETUM,LIQUOR,ADMIN. CLOSED,0
FI150380451,2/7/15,23:27,2/7/15,23:27,ILLINI UNION CIRCLE DRIVE,LIQUOR,STUDENT DISCIPLINE REFERRAL,47
II1500180,2/7/15,0:42,2/7/15,0:42,OAK STREET / STADIUM,WARRANT-IN STATE,ARREST,39
II1500185,2/7/15,17:53,2/7/15,17:53,FLORIDA / LINCOLN,DRIVING UNDER INFLUENCE-DRUGS,ARREST,45
II1500186,2/7/15,19:16,2/7/15,19:16,LUNDGREN HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,34
II1500188,2/7/15,21:32,2/7/15,21:32,PARKING LOT D-5,DRUG EQUIPMENT-POSSESSION,ARREST,17
II1500189,2/7/15,22:50,2/7/15,22:50,GREEN ST W / S PROSPECT,BREATH ALCOHOL OVER LIMIT,ARREST,0
AI150390048,2/8/15,1:35,2/8/15,1:35,SCOTT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,34
AR150390073,2/8/15,2:29,2/8/15,2:29,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,16
CC1401092,2/8/15,0:00,2/8/14,22:20,400 blk of STOUGHTON ST,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,0
FI150390020,2/8/15,0:41,2/8/15,0:41,PARKING LOT C-7,LIQUOR,ADMIN. CLOSED,17
FI150390045,2/8/15,1:36,2/8/15,1:36,WRIGHT/JOHN,LIQUOR,STUDENT DISCIPLINE REFERRAL,29
II1500191,2/8/15,1:01,2/8/15,1:01,WRIGHT ST S / GREEN,BATTERY-DOMESTIC,ADMIN. CLOSE,47
II1500193,2/9/15,2:27,2/9/15,2:27,FIRST ST S / PEABODY,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1500196,2/9/15,13:19,2/9/15,13:19,SNYDER RESIDENCE HALL,THEFT UNDER,ADMIN. CLOSE,34
II1500198,2/9/15,15:28,2/7/15,15:30,EVANS RESIDENCE HALL,DECEPTIVE PRACTICES,UNFOUNDED,50
II1500207,2/10/15,17:44,2/10/15,17:44,ASHTON WOODS,DECEPTIVE PRACTICES,ADMIN. CLOSE,0
II1500209,2/10/15,21:58,2/10/15,21:58,1000 blk of GREGORY DR,WARRANT-IN STATE,ADMIN. CLOSE,50
II1500210,2/10/15,23:43,2/10/15,23:43,100 blk of FIRST ST S,WARRANT-IN STATE,ARREST,0
II1500211,2/11/15,2:09,2/11/15,2:09,NEIL S / SPRINGFIELD,UNLAWFUL USE OF WEAPONS,ARREST,0
II1500213,2/11/15,20:18,2/11/15,20:18,NEIL STREET S / PRIVATE DR./KNOLLWOO,WARRANT-IN STATE,ARREST,0
II1500215,2/11/15,22:53,2/11/15,22:53,GRAINGER LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE,11
CSA15-5,2/12/15,9:10,4/9/14,UNKNOWN,LOCUST/JOHN APT,SEX OFFENSE,ADMIN. CLOSED,0
CSA15-6,2/12/15,18:00,2/10/15,UNKNOWN,HOUSE IN CHAMPAIGN,SEX OFFENSE,ADMIN. CLOSED,0
II1500217,2/12/15,0:48,2/12/15,0:48,blk of ARMORY AV E,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,0
II1500219,2/12/15,9:28,2/12/15,8:00,1300 blk of OAK ST S,UNLAWFUL POSS FIREARM & AMMUNITION,ARREST,37
II1500220,2/12/15,9:34,2/11/15,18:33,FOELLINGER AUDITORIUM,CRIMINAL DEFACEMENT OF PROPERTY,ADMIN. CLOSE,47
II1500225,2/13/15,9:28,2/13/15,9:28,HEARTLAND BANK,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1500226,2/13/15,13:00,2/9/15,8:00,PARKING LOT E-14,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,42
II1500230,2/13/15,23:00,2/13/15,23:00,LUNDGREN RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,34
II1500231,2/13/15,23:37,2/13/15,23:37,FOURTH ST / PEABODY DR,DRUG EQUIPMENT-POSSESSION,ADMIN. CLOSE,38
AI150450430,2/14/15,23:17,2/14/15,23:17,SIXTH/CHALMERS,LIQUOR,STUDENT DISCIPLINE REFERRAL,0
II1500232,2/14/15,1:11,2/14/15,1:11,WRIGHT ST S / JOHN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,47
II1500234,2/14/15,19:01,2/14/15,19:01,FOURTH ST S / JOHN ST E,DRUG EQUIPMENT-POSSESSION,ARREST,0
II1500238,2/15/15,23:35,2/15/15,23:35,MATHEWS AVE N / HILL ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,15
II1500239,2/16/15,0:12,2/16/15,0:12,HEALEY ST / SECOND ST,DEL/MANUF CANNABIS UNDER 10 G -MISD,ARREST,0
II1500247,2/16/15,23:49,2/16/15,23:49,SPRINGFIELD AVE E / THIRD,CONTROLLED SUBSTANCE-POSSESSION,ARREST,0
LT15-01,2/16/15,8:00,2/16/15,UNKNOWN,"2901 S. Las Vegas Blvd; Las Vegas, NV",Burglary,REPORTED TO OTHER AGENCY,0
II1500250,2/17/15,19:27,2/17/15,19:27,KAMAKURA,WARRANT-IN STATE,ARREST,0
UU1500089,2/17/15,0:00,12/20/14,10:00,800 blk of OREGON ST W,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1500594,2/18/15,0:00,1/23/15,23:04,BROTHER'S,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,14
CC1500599,2/18/15,0:00,1/24/15,0:40,GREEN E / SOUTH ALLEY,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500603,2/18/15,0:00,1/24/15,1:35,FIREHAUS,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,36
CC1500658,2/18/15,0:00,1/26/15,9:25,PLANNED PARENTHOOD,TRESPASSING,REPORTED TO OTHER AGENCY,0
CC1500737,2/18/15,0:00,1/27/15,17:30,SECOND ST / GREGORY ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,34
CC1500747,2/18/15,0:00,1/27/15,19:45,600 blk of STOUGHTON ST,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
CC1500796,2/18/15,0:00,1/29/15,17:43,200 blk of GREEN ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500810,2/18/15,0:00,1/29/15,12:00,300 blk of DANIEL ST E,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1500825,2/18/15,0:00,1/30/15,16:55,HEALEY ST E / FOURTH,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1500839,2/18/15,0:00,1/31/15,1:10,JIMMY JOHNS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500852,2/18/15,0:00,1/31/15,13:48,"FRAT PARK, CH",THEFT UNDER,REPORTED TO OTHER AGENCY,0
CC1500869,2/18/15,0:00,1/31/15,23:55,900 blk of SECOND ST S,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1500890,2/18/15,0:00,2/1/15,18:00,300 blk of SECOND ST S,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1500895,2/18/15,0:00,2/1/15,19:00,300 blk of E SPRINGFIELD AVE,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1500898,2/18/15,0:00,2/2/15,2:00,600 blk of HEALEY ST W,BATTERY,REPORTED TO OTHER AGENCY,10
CC1500941,2/18/15,0:00,10/1/12,8:00,1100 blk of S SECOND ST,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1500951,2/18/15,0:00,2/3/15,18:30,400 blk of JOHN ST E,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1500961,2/18/15,0:00,2/4/15,2:00,200 blk of JOHN E,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1501008,2/18/15,0:00,2/6/15,0:35,BROTHERS BAR,DISORDERLY CONDUCT-ALL OTHER,REPORTED TO OTHER AGENCY,14
CC1501074,2/18/15,0:00,2/8/15,3:50,200 blk of HEALEY ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1501087,2/18/15,0:00,2/8/15,17:52,7 SAINTS BAR,THEFT UNDER,REPORTED TO OTHER AGENCY,0
CC1501105,2/18/15,0:00,12/5/14,8:00,GOLDEN WOK,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
CC1501118,2/18/15,0:00,2/9/15,21:35,300 blk of E GREEN ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
FI150490026,2/18/15,2:56,2/18/15,2:56,SHERMAN RESD HALL,DRUGS,ADMIN. CLOSED,21
FI150490432,2/18/15,23:47,2/18/15,23:47,SHELDON RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,34
