Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,
II1800006,1/4/2018,10:01,8/1/2016,12:00,PTI RANGE,THEFT $500 AND UNDER,UNFOUNDED,
,,,,,,,,
CC1711388,1/5/2018,0:00,12/22/2017,6:31,blk of E GREEN ST,ENDANG LIFE/HEALTH OF CHILD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1711579,1/5/2018,0:00,6/10/2017,23:00,200 blk of E GREEN ST,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800026,1/5/2018,0:00,1/1/2018,22:00,600 blk of E DANIEL ST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800040,1/5/2018,0:00,1/2/2018,13:28,200 blk of E GREEN,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800040,1/5/2018,0:00,1/2/2018,13:28,200 blk of E GREEN,CRIMINAL DAMAGE GOVT SUPPORT,REPORTED TO OTHER AGENCY,
,,,,,,PROP,,
,,,,,,,,
,,,,,,,,
CC1800040,1/5/2018,0:00,1/2/2018,13:28,200 blk of E GREEN,USE OF FORCE BY OFFICER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800040,1/5/2018,0:00,1/2/2018,13:28,200 blk of E GREEN,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA17-257,1/5/2018,12:38,11/30/2017,0:01,PRIVATE APARTMENT,DOMESTIC VIOLENCE,ADMIN CLOSED,
,,,,,,,,
CSA18-001,1/5/2018,20:57,2017,0:01,PRIVATE APARTMENT,FONDLING,ADMIN CLOSED,
,,,,,,,,
II1800010,1/6/2018,15:38,12/12/2017,9:21,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ADMIN. CLOSE,
,,,,,,,,
CSA18-002,1/8/2018,16:19,10/22/2017,0:01,RESIDENCE HALL,RAPE,ADMIN CLOSED,
,,,,,,,,
II1800014,1/8/2018,17:46,1/8/2018,17:40,1400 blk of GREEN ST W,ROBBERY-ARMED,ARREST,
,,,,,,,,
II1800014,1/8/2018,17:46,1/8/2018,17:40,1400 blk of GREEN ST W,BATTERY-AGGRAVATED,ARREST,
,,,,,,,,
II1800014,1/8/2018,17:46,1/8/2018,17:40,1400 blk of GREEN ST W,MOB ACTION,ARREST,
,,,,,,,,
II1800018,1/9/2018,16:36,1/9/2018,16:36,WALMART,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
IF1800016,1/10/2018,22:14,1/10/2018,22:14,500 BLK FIRST,DRUGS,ADMIN CLOSED,
,,,,,,,,
II1800020,1/10/2018,16:23,1/10/2018,16:23,ECE,THEFT $500 AND UNDER,ARREST,
,,,,,,,,
CC1800071,1/11/2018,0:00,1/4/2018,13:50,RAGSTOCK,THEFT-RETAIL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA17-258,1/11/2018,10:34,11/1/2017,0:01,UNKNOWN LOCATION,RAPE,ADMIN CLOSED,
,,,,,,,,
II1800022,1/11/2018,15:07,11/1/2017,12:00,NUGENT RESIDENCE HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1800023,1/11/2018,16:32,1/2/2018,17:30,900 blk of ILLINOIS ST W,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
UU1800129,1/11/2018,0:00,1/9/2018,21:50,WALMART,THEFT-RETAIL-CITY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1800026,1/13/2018,16:54,1/2/2018,19:00,CRCE,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,
,,,,,,,,
II1800027,1/13/2018,23:54,1/13/2018,23:54,1000 blk of STOUGHTON ST W,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
IF1800023,1/14/2018,19:57,1/14/2018,19:57,1000 BLK GREGORY,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
IF1800024,1/14/2018,23:06,1/14/2018,23:06,1200 BLK FIRST,DRUGS,ADMIN CLOSED,
,,,,,,,,
II1800028,1/14/2018,12:56,1/13/2018,21:00,ORCHARD DOWNS,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,
,,,,,,,,
II1800028,1/14/2018,12:56,1/13/2018,21:00,ORCHARD DOWNS,FRAUD-CREDIT CARD,ADMIN. CLOSE,
,,,,,,,,
II1800030,1/14/2018,22:56,1/14/2018,22:56,ORCHARD DOWNS APARTMENTS,BATTERY-DOMESTIC,ADMIN. CLOSE,
,,,,,,,,
IF1800026,1/15/2018,23:44,1/15/2018,23:44,1000 BLK ILLINOIS,DRUGS,ADMIN CLOSED,
,,,,,,,,
II1800034,1/15/2018,20:06,12/18/2017,0:01,PARKING LOT B-4,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
CSA18-003,1/16/2018,13:56,11/1/2017,0:01,PRIVATE RESIDENCE,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800025,1/16/2018,1:15,1/16/2018,1:15,1200 BLK FOURTH,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800028,1/16/2018,1:00,1/16/2018,1:00,1000 BLK GREGORY,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
II1800038,1/16/2018,13:15,1/15/2018,10:15,HUFF HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
00077-2018,1/17/2018,10:42,1/7/2018,22:00,ON CAMPUS,DISORDERLY CONDUCT,ADMIN CLOSED,
,,,,,,,,
00095-2018,1/17/2018,10:45,1/15/2018,3:17,LAR,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00102-2018,1/17/2018,10:51,1/16/2018,0:15,ALLEN RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00147-2018,1/17/2018,10:53,1/15/2018,0:01,NEWMAN HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00152-2018,1/17/2018,10:55,1/17/2018,0:30,VAN DOREN RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00153-2018,1/17/2018,10:57,1/16/2018,23:16,SHERMAN RESIDENCE HALL,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
CC1710804,1/17/2018,0:00,12/1/2017,17:30,SULLIVAN PLUMBING,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1710939,1/17/2018,0:00,12/5/2017,1:09,blk of E ARMORY ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1711192,1/17/2018,0:00,12/14/2017,17:12,WALGREENS,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1711203,1/17/2018,0:00,12/14/2017,22:47,400 blk of E JOHN ST,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800067,1/17/2018,0:00,12/9/2017,12:00,300 blk of S FOURTH ST,FORGERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800079,1/17/2018,0:00,1/4/2018,16:30,COUNTY MARKET,RETAIL THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800236,1/17/2018,0:00,11/11/2017,21:00,KAM'S BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800238,1/17/2018,0:00,11/14/2017,23:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800239,1/17/2018,0:00,8/11/2017,21:00,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800261,1/17/2018,0:00,9/30/2017,0:01,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800263,1/17/2018,0:00,10/13/2017,22:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800265,1/17/2018,0:00,11/10/2017,0:01,KAM'S BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800273,1/17/2018,0:00,1/11/2018,2:00,500 blk of E WHITE ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800273,1/17/2018,0:00,1/11/2018,2:00,500 blk of E WHITE ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800288,1/17/2018,0:00,1/13/2018,1:41,blk of E JOHN ST,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800288,1/17/2018,0:00,1/13/2018,1:41,blk of E JOHN ST,HOME INVASION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800324,1/17/2018,0:00,12/21/2017,9:00,600 blk of E ARMORY AV,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-004,1/17/2018,11:45,12/23/2017,0:01,PRIVATE APARTMENT,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800034,1/17/2018,15:08,1/17/2018,15:08,EVERGREEN TOBACCO,VERBAL DISPUTE,ADMIN CLOSED,
,,,,,,,,
CSA18-005,1/18/2018,9:37,9/19/2017,0:01,RESIDENCE HALL,DOMESTIC DISPUTE,ADMIN CLOSED,
,,,,,,,,
CSA18-006,1/18/2018,12:36,2018,0:01,200 BLK JOHN,HAZING,ADMIN CLOSED,
,,,,,,,,
CSA18-007,1/18/2018,16:50,2017,0:01,PRIVATE HOUSING,RAPE,ADMIN CLOSED,
,,,,,,,,
CSA18-008,1/18/2018,16:51,10/1/2017,0:01,UNKNOWN SORORITY,FONDLING,ADMIN CLOSED,
,,,,,,,,
CSA18-009,1/18/2018,16:48,1/1/2017,0:01,PRIVATE APARTMENT,FONDLING,ADMIN CLOSED,
,,,,,,,,
IF1800041,1/18/2018,13:13,1/18/2018,13:13,TOWNSEND RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
IF1800043,1/18/2018,0:08,1/18/2018,0:08,FIFTH/UNIVERSITY,PUBLIC URINATION,ADMIN CLOSED,
,,,,,,,,
II1800043,1/18/2018,1:53,1/18/2018,1:53,100 blk of JOHN ST E,BREATH ALCOHOL OVER LIMIT,ARREST,
,,,,,,,,
II1800043,1/18/2018,1:53,1/18/2018,1:53,100 blk of JOHN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1800044,1/18/2018,10:32,1/17/2018,16:35,ALTGELD HALL,THEFT OVER $500,PENDING,
,,,,,,,,
II1800044,1/18/2018,10:32,1/17/2018,16:35,ALTGELD HALL,FORGERY,PENDING,
,,,,,,,,
II1800048,1/18/2018,14:12,1/18/2018,14:11,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
II1800049,1/18/2018,14:12,1/18/2018,14:11,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
II1800052,1/18/2018,22:35,1/12/2018,0:01,OGLESBY RESIDENCE HALL,FRAUD-DECEPTION,REFERRED TO OTHER JURISDICTION,
,,,,,,,,
CC1710926,1/19/2018,0:00,12/6/2017,0:20,600 blk of E UNIVERSITY AV,ROBBERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA17-259,1/19/2018,11:06,9/8/2017,0:01,PRIVATE RESIDENCE,BURGLARY,ADMIN CLOSED,
,,,,,,,,
IF1800044,1/19/2018,3:04,1/19/2018,3:04,SNYDER RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800051,1/19/2018,19:50,1/19/2018,19:50,SCOTT RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
IF1800054,1/19/2018,1:25,1/19/2018,1:25,WARDALL RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
II1800053,1/19/2018,2:23,1/19/2018,2:23,STATE ST / STANAGE DR,BREATH ALCOHOL OVER LIMIT,ARREST,
,,,,,,,,
II1800053,1/19/2018,2:23,1/19/2018,2:23,STATE ST / STANAGE DR,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1800054,1/19/2018,8:40,1/19/2018,8:40,KEYSTONE DR / GATES DR,WARRANT-IN STATE,ADMIN. CLOSE,
,,,,,,,,
II1800054,1/19/2018,8:40,1/19/2018,8:40,KEYSTONE DR / GATES DR,METRO ACTIVATION,ADMIN. CLOSE,
,,,,,,,,
IF1800048,1/20/2018,1:06,1/20/2018,1:06,SNYDER RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800049,1/20/2018,1:17,1/20/2018,1:17,LUNDGREN RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800056,1/20/2018,19:28,1/20/2018,19:28,BLAISDELL RESIDENCE HALL,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
II1800058,1/20/2018,17:15,1/20/2018,17:15,LUNDGREN RESIDENCE HALL,FALSE ID-POSS (MISC),ARREST,
,,,,,,,,
II1800058,1/20/2018,17:15,1/20/2018,17:15,LUNDGREN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1800058,1/20/2018,17:15,1/20/2018,17:15,LUNDGREN RESIDENCE HALL,CANNABIS POSS OVER 100 G -FEL,ARREST,
,,,,,,,,
IF1800061,1/21/2018,23:13,1/21/2018,23:13,SAUNDERS RESIDENCE HALL,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
II1800061,1/21/2018,0:59,1/21/2018,0:59,FAMILY DOLLAR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1800063,1/21/2018,2:04,1/21/2018,2:04,SPRINGFIELD AVE W / BUSEY AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1800064,1/21/2018,3:13,1/21/2018,2:40,FLORIDA AVE RESIDENCE,BOMB THREAT,UNFOUNDED,
,,,,,,,,
II1800066,1/21/2018,18:26,1/21/2018,18:10,ALLEN RESIDENCE HALL,BATTERY-AGGRAVATED,ARREST,
,,,,,,,,
00164-2018,1/22/2018,11:46,1/16/2018,19:40,CARR RESIDENCE HALL,CRIMINAL DAMAGE,ADMIN CLOSED,
,,,,,,,,
00169-2018,1/22/2018,11:48,1/18/2018,2:30,WASSAJA RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00172-2018,1/22/2018,11:50,1/18/2018,2:20,SNYDER RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00177-2018,1/22/2018,11:52,1/18/2018,0:01,PRIVATE RESIDENCE,HARASSMENT,ADMIN CLOSED,
,,,,,,,,
00186-2018,1/22/2018,11:55,1/19/2018,11:20,WARDALL RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00187-2018,1/22/2018,11:57,1/19/2018,21:35,SCOTT RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00189-2018,1/22/2018,11:58,1/19/2018,22:30,SCOTT RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00191-2018,1/22/2018,11:59,1/20/2018,5:30,PAR,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
CC1800206,1/22/2018,0:00,1/9/2018,16:30,300 blk of W GREEN ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800332,1/22/2018,0:00,1/15/2018,8:17,200 blk of E GREEN ST,SEARCH WARRANT SERVICE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800382,1/22/2018,0:00,1/16/2018,12:40,100 blk of E GREEN ST,SRO - YAC REFERRAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800382,1/22/2018,0:00,1/16/2018,12:40,100 blk of E GREEN ST,UNLAWFUL USE OF WEAPONS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800382,1/22/2018,0:00,1/16/2018,12:40,100 blk of E GREEN ST,ASSAULT-AGGRAVATED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800385,1/22/2018,0:00,1/17/2018,2:10,600 blk of E DANIEL ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800404,1/22/2018,0:00,1/17/2018,10:00,1600 blk of W GREEN,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800407,1/22/2018,0:00,1/17/2018,19:14,HYATT PLACE,LOST ARTICLES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-010,1/22/2018,14:58,2018,0:01,UNKNOWN LOCATION,RAPE,ADMIN CLOSED,
,,,,,,,,
II1800068,1/22/2018,10:49,1/20/2018,10:00,O'HARE AIRPORT,THEFT OVER $500,ADMIN. CLOSE,
,,,,,,,,
II1800072,1/22/2018,18:39,1/22/2018,18:39,STATE FARM CENTER,UNAUTHORIZED VIDEOTAPING/LIVE,CLEARED EXCEPT. PROS. FAIL TO,
,,,,,,VIDEO,,
,,,,,,,,
,,,,,,,,
II1800073,1/22/2018,21:43,1/22/2018,21:30,300 blk of GREGORY DR,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1711281,1/23/2018,0:00,9/21/2017,23:00,CLYBOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800358,1/23/2018,0:00,9/16/2017,22:30,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800365,1/23/2018,0:00,9/22/2017,18:00,CLYBOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-011,1/23/2018,18:07,1/20/2018,UNKNOWN,RESIDENCE HALL,RAPE,ADMIN CLOSED,
,,,,,,,,
CSA18-012,1/23/2018,18:09,12/1/2017,UNKNOWN,UNKNOWN LOCATION,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800067,1/23/2018,0:10,1/23/2018,0:10,WESTON RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
II1800075,1/23/2018,12:38,1/23/2018,12:20,GREGORY HALL,HARASSMENT BY ELECTRONIC,ADMIN. CLOSE,
,,,,,,COMMUNICAT,,
,,,,,,,,
,,,,,,,,
II1800362,1/23/2018,11:40,10/3/2017,0:01,500 blk of LAKESHORE DR E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
IF1800072,1/24/2018,12:00,1/24/2018,12:00,ILLINI UNION,THREATS,ADMIN CLOSED,
,,,,,,,,
II1800077,1/24/2018,1:47,1/24/2018,1:47,GREEN ST E / SIXTH ST S,RESIST/OBS CORRECT/POLICE/FIRE,ADMIN. CLOSE,
,,,,,,,,
II1800078,1/24/2018,14:59,1/24/2018,14:02,ILLINI UNION BOOKSTORE,THEFT-RETAIL,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1800081,1/24/2018,16:50,1/18/2018,13:35,IKENBERRY DINING,FRAUD-CREDIT CARD,ADMIN. CLOSE,
,,,,,,,,
II1800081,1/24/2018,16:50,1/18/2018,13:35,IKENBERRY DINING,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,
,,,,,,,,
II1800083,1/24/2018,20:03,1/24/2018,20:03,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
C180240015,1/25/2018,7:02,1/24/2018,1:04,WASHINGTON PARK,DOMESTIC VIOLENCE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800234,1/25/2018,0:00,11/3/2017,23:00,KAM'S BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800363,1/25/2018,0:00,8/26/2017,0:01,CLYBOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800413,1/25/2018,0:00,1/17/2018,23:30,blk of GREEN,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800417,1/25/2018,0:00,2/18/2017,0:01,KAMS BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800418,1/25/2018,0:00,10/20/2017,22:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800420,1/25/2018,0:00,10/13/2017,21:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800421,1/25/2018,0:00,10/20/2017,22:00,KAM'S BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800422,1/25/2018,0:00,9/30/2017,14:00,KAMS BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800445,1/25/2018,0:00,1/19/2018,1:12,BROTHERS,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800446,1/25/2018,0:00,1/19/2018,1:54,HEALEY / SIXTH,IMPROPER LANE USAGE-ONE-WAY ST,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800446,1/25/2018,0:00,1/19/2018,1:54,HEALEY / SIXTH,OPERATE UNINSURED MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800446,1/25/2018,0:00,1/19/2018,1:54,HEALEY / SIXTH,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800446,1/25/2018,0:00,1/19/2018,1:54,HEALEY / SIXTH,IMPOUNDED VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800446,1/25/2018,0:00,1/19/2018,1:54,HEALEY / SIXTH,DRIVING UNDER SUSPENDED LICENSE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800448,1/25/2018,0:00,1/19/2018,0:30,600 blk of E GREEN ST,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800468,1/25/2018,0:00,1/19/2018,18:06,600 blk of E GREEN ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800470,1/25/2018,0:00,1/18/2018,1:30,600 blk of E GREEN ST,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800481,1/25/2018,0:00,1/19/2018,23:00,blk of E GREEN ST,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800517,1/25/2018,0:00,1/21/2018,0:14,400 blk of S SIXTH ST,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA17-260,1/25/2018,12:34,2/18/2017,UNKNOWN,PRIVATE APARTMENT,PROVIDING ALCOHOL TO A MINOR,ADMIN CLOSED,
,,,,,,,,
CSA18-015,1/25/2018,9:56,1/17/2018,UNKNOWN,PRIVATE APARTMENT,RAPE,ADMIN CLOSED,
,,,,,,,,
II1800088,1/25/2018,12:56,1/25/2018,9:30,ENGLISH BUILDING,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,
,,,,,,,,
II1800089,1/25/2018,10:57,1/23/2018,13:00,1000 blk of PENNSYLVANIA AVE W,SEXUAL ASSAULT-AGG CRIMINAL,CLEARED EXCEPT. PROS. FAIL TO,
,,,,,,,,
II1800091,1/25/2018,20:02,1/25/2018,20:02,300 blk of CLARK E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1800092,1/25/2018,20:49,1/25/2018,20:49,STATE S / WHITE,DEL/MANUF CANNABIS UNDER 30 G -,ARREST,
,,,,,,MISD,,
,,,,,,,,
00231-2018,1/26/2018,9:36,1/20/2018,17:15,SDRP,LARCENY,ADMIN CLOSED,
,,,,,,,,
00249-2018,1/26/2018,9:57,1/20/2018,21:00,HERE APARTMENTS,DRUGS,ADMIN CLOSED,
,,,,,,,,
00256-2018,1/26/2018,9:58,1/25/2018,17:20,WARDALL RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
C180260036,1/26/2018,6:00,1/26/2018,2:04,BROTHER'S BAR,SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
C180260048,1/26/2018,6:00,1/26/2018,3:24,BROTHER'S BAR,BATTERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-016,1/26/2018,7:30,9/1/2017,0:01,RESIDENCE HALL,FONDLING,ADMIN CLOSED,
,,,,,,,,
CSA18-017,1/26/2018,16:08,11/11/2017,UNKNOWN,PRIVATE APARTMENT,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800076,1/26/2018,23:37,1/26/2018,23:37,300 BLK HEALEY,PUBLIC POSSESSION OF ALCOHOL,ADMIN CLOSED,
,,,,,,,,
IF1800079,1/26/2018,23:17,1/26/2018,23:17,BOUSFILED RESIDENCE HALL,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
IF1800092,1/26/2018,14:38,1/26/2018,14:38,80 BLK UNIVERSITY,HARASSMENT,ADMIN CLOSED,
,,,,,,,,
UU1800405,1/26/2018,0:00,1/25/2018,22:41,COLER AV S / NEVADA,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,
,,,,,,,,
