Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,
II1500035,1/15/2015,3:44,1/15/2015,3:44,CVS,OBSTRUCTING JUSTICE,ARREST,
,,,,,,,,
II1500036,1/15/2015,10:20,1/15/2015,10:20,SDRP,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500037,1/15/2015,11:46,1/14/2015,18:00,700 blk of MATHEWS AV S,PREDATORY CRIM SEX ASSAULT OF CHILD,REFERRED TO OTHER JURISDICTION,
,,,,,,,,
II1500040,1/16/2015,14:32,1/15/2015,8:00,HOUSING FOOD STORES,THEFT UNDER,UNFOUNDED,
,,,,,,,,
II1500041,1/16/2015,17:32,1/16/2015,17:32,SCHNUCKS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1500042,1/16/2015,22:18,12/20/2014,17:00,BOUSFIELD HALL,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
FI150170068,1/17/2015,2:44,1/17/2015,2:44,FIRST/ARMORY,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
II1500043,1/17/2015,2:25,1/17/2015,2:25,SPRINGFIELD / NEIL,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
II1500045,1/18/2015,1:25,1/18/2015,1:25,FOURTH S / HEALEY,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500045,1/18/2015,1:25,1/18/2015,1:25,FOURTH S / HEALEY,OBSTRUCTING JUSTICE,ARREST,
,,,,,,,,
II1500049,1/18/2015,20:25,1/18/2015,20:25,IUB,THEFT-RETAIL,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150190005,1/19/2015,0:06,1/19/2015,0:06,WRIGHT/GREEN,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150190008,1/19/2015,0:14,1/19/2015,0:14,GREEN/SIXTH,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
FI150190018,1/19/2015,0:45,1/19/2015,0:45,FIRST/CHALMERS,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500052,1/19/2015,17:38,1/19/2015,16:00,FOURTH ST S / ARMORY,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
AI150200021,1/20/2015,1:32,1/20/2015,1:32,300 GREEN ST E,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500001,1/20/2015,0:00,1/1/2015,0:05,blk of CHALMERS ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500010,1/20/2015,0:00,1/1/2015,2:45,900 blk of S SECOND ST,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500012,1/20/2015,0:00,12/31/2014,20:30,600 blk of THIRD ST S,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500154,1/20/2015,0:00,12/19/2014,2:00,1000 blk of S THIRD ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150200002,1/20/2015,0:03,1/20/2015,0:03,UNDERGRAD LIBRARY,PUBLIC URINATION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150200021,1/20/2015,1:32,1/20/2015,1:32,300 GREEN ST E,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500054,1/20/2015,8:56,1/3/2015,17:00,DAVENPORT HALL,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500055,1/20/2015,9:43,1/19/2015,0:01,PARKING LOT A-11,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,
,,,,,,,,
II1500058,1/20/2015,16:56,1/20/2015,16:50,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
00137-2015,1/21/2015,23:17,1/21/2015,23:17,WESTON RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
00137-2015,1/21/2015,23:17,1/21/2015,23:17,WESTON RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
AI150210030,1/21/2015,0:30,1/21/2015,0:30,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150210030,1/21/2015,1:37,1/21/2015,1:37,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150210053,1/21/2015,3:10,1/21/2015,3:10,ILLINI UNION BUS STOP,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500059,1/21/2015,12:18,1/21/2015,10:50,LOOMIS LAB,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500061,1/21/2015,16:19,1/20/2015,16:00,IKENBERRY COMMONS,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500062,1/21/2015,17:20,1/21/2015,17:20,HOULIHANS RESTAURANT,BATTERY,ARREST,
,,,,,,,,
II1500062,1/21/2015,17:20,1/21/2015,17:20,HOULIHANS RESTAURANT,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1500062,1/21/2015,17:20,1/21/2015,17:20,HOULIHANS RESTAURANT,BATTERY-DOMESTIC,ARREST,
,,,,,,,,
II1500064,1/21/2015,19:32,1/21/2015,18:35,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
II1500065,1/21/2015,21:09,1/21/2015,21:09,STATE FARM CENTER,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500066,1/21/2015,21:01,1/21/2015,21:01,MR GAS PLUS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1500067,1/21/2015,22:33,1/21/2015,22:33,SAINT MARY'S RD / NEIL ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1500067,1/21/2015,22:33,1/21/2015,22:33,SAINT MARY'S RD / NEIL ST,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
00155-2015,1/22/2015,22:40,1/22/2015,22:40,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
00162-2015,1/22/2015,22:20,1/22/2015,22:20,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
AR150220012,1/22/2015,0:37,1/22/2015,0:37,PARKING LOT C-16,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500313,1/22/2015,0:00,11/7/2014,13:11,100 blk of E DANIEL ST,POSSESSION STOLEN PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500313,1/22/2015,0:00,11/7/2014,13:11,100 blk of E DANIEL ST,THEFT OVER,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150220012,1/22/2015,0:47,1/22/2015,0:47,PARKING LOT C-16,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150220035,1/22/2015,2:18,1/22/2015,2:18,SIXTH/JOHN,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500069,1/22/2015,1:41,1/22/2015,1:41,DANIEL ST E / FOURTH ST,MIP ALCOHOL/LIQUOR,ARREST,
,,,,,,,,
II1500070,1/22/2015,2:56,1/22/2015,2:56,WINDSOR RD W / LINCOLN AVE,CURFEW,ADMIN. CLOSE,
,,,,,,,,
II1500076,1/22/2015,20:10,1/22/2015,20:10,GREEN STREET E / FOURTH ST,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500076,1/22/2015,20:10,1/22/2015,20:10,GREEN STREET E / FOURTH ST,RESIST/OBSTRUCT/DISARM AN OFFICER,ARREST,
,,,,,,,,
II1500077,1/22/2015,21:23,1/22/2015,21:23,NEIL ST / GREEN ST,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
II1500078,1/22/2015,17:21,1/22/2015,15:00,FIRESTATION 4,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE,
,,,,,,,,
00164-2015,1/23/2015,23:05,1/23/2015,23:05,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
AR150230065,1/23/2015,4:00,1/23/2015,4:00,SDRP,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500286,1/23/2015,0:00,1/12/2015,1:50,CHESTER ST BAR,THEFT UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500338,1/23/2015,0:00,1/14/2015,17:23,COUNTY MARKET,RETAIL THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500340,1/23/2015,0:00,1/14/2015,16:30,blk of JOHN ST E,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500385,1/23/2015,0:00,1/16/2015,12:50,REPHONED,THEFT OVER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500437,1/23/2015,0:00,1/18/2015,0:01,400 blk of E HEALEY ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500525,1/23/2015,0:00,1/21/2015,19:20,FOURTH ST S / WHITE,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150230005,1/23/2015,0:16,1/23/2015,0:16,24 E GREEN,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
II1500080,1/23/2015,2:03,1/23/2015,2:03,600 blk of GREEN ST E,BATTERY,ARREST,
,,,,,,,,
00167-2015,1/24/2015,1:50,1/24/2015,1:50,WESTON RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
00170-2015,1/24/2015,23:19,1/24/2015,23:19,SNYDER RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
00171-2015,1/24/2015,23:21,1/24/2015,23:21,WESTON RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
AI150240020,1/24/2015,0:46,1/24/2015,0:46,BABCOCK RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150240076,1/24/2015,3:02,1/24/2015,3:02,VAN DOREN RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150240486,1/24/2015,23:33,1/24/2015,23:33,PRESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500537,1/24/2015,0:00,12/12/2014,23:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500597,1/24/2015,0:00,1/24/2015,0:27,RED LION,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1500083,1/24/2015,0:03,1/24/2015,0:03,NEVADA ST W / GREGORY ST,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1500083,1/24/2015,0:03,1/24/2015,0:03,NEVADA ST W / GREGORY ST,UNLAWFUL USE OF WEAPONS,ARREST,
,,,,,,,,
II1500085,1/24/2015,10:15,1/23/2015,21:25,ARC,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500086,1/24/2015,11:20,1/24/2015,11:20,ASHTON WOODS APARTMENTS,CANNABIS POSS 30 G AND UNDER - OLD,ADMIN. CLOSE,
,,,,,,,,
II1500088,1/24/2015,17:03,1/24/2015,17:03,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500089,1/24/2015,17:17,1/24/2015,17:17,PEABODY DR / FIRST ST,DRIVING UNDER INFLUENCE-DRUGS,ARREST,
,,,,,,,,
II1500091,1/24/2015,19:18,1/24/2015,19:18,GREEN ST E / WRIGHT ST S,WARRANT-IN STATE,ARREST,
,,,,,,,,
00173-2015,1/25/2015,1:17,1/25/2015,1:17,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCPLINE REFERRAL,
,,,,,,,,
AI150250041,1/25/2015,1:21,1/25/2015,1:21,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150250087,1/25/2015,3:06,1/25/2015,3:06,FLORIDA/LINCOLN,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150250094,1/25/2015,3:27,1/25/2015,3:27,PAR,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500454,1/25/2015,0:00,1/19/2015,2:00,700 blk of FIFTH ST S,BATTERY -CITY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500527,1/25/2015,0:00,1/3/2015,12:00,500 blk of SPRINGFIELD AV E,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500529,1/25/2015,0:00,1/21/2015,22:40,600 blk of S THIRD ST,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500547,1/25/2015,0:00,1/22/2015,0:01,blk of E JOHN ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500593,1/25/2015,0:00,1/23/2015,21:59,1000 blk of LOCUST ST,ALCOHOL/LIQUOR SERVER NAME TAG REQ,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500593,1/25/2015,0:00,1/23/2015,21:59,1000 blk of LOCUST ST,ALCOHOL/LIQ SALES INTOX SUBJ OR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500593,1/25/2015,0:00,1/23/2015,21:59,1000 blk of LOCUST ST,ELECTRONIC COMMUNICATION-VOICE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500593,1/25/2015,0:00,1/23/2015,21:59,1000 blk of LOCUST ST,KEGS WITHOUT LICENSE ALC/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1500092,1/25/2015,1:51,1/25/2015,1:51,NEVADA ST / GREGORY PL,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
II1500093,1/25/2015,3:27,1/25/2015,3:27,900 blk of COLLEGE CT,FALSE ID-POSS (MISC),ARREST,
,,,,,,,,
CSA15-2,1/26/2015,10:55,1/25/2015,UNKNOWN,ALPHA KAPPA,SEX OFFENSE,ADMIN. CLOSED,
,,,,,,,,
FI150260248,1/26/2015,14:50,1/26/2015,14:50,VAN DOREN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500098,1/26/2015,1:11,1/26/2015,1:11,POST I,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1500098,1/26/2015,1:11,1/26/2015,1:11,POST I,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
II1500099,1/26/2015,10:19,1/23/2015,6:07,EDUCATION BUILDING,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,
,,,,,,,,
II1500100,1/26/2015,11:57,1/22/2015,20:00,ARC,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
FI150270405,1/27/2015,21:16,1/27/2015,21:16,LUNDREN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500107,1/27/2015,11:17,1/26/2015,21:00,PEABODY / SIXTH,THEFT FROM MOTOR VEHICLE,ADMIN. CLOSE,
,,,,,,,,
II1500108,1/27/2015,12:41,12/18/2014,8:00,TRELEASE RESIDENCE HALL,TELEPHONE THREAT,ADMIN. CLOSE,
,,,,,,,,
II1500108,1/27/2015,12:41,12/18/2014,8:00,TRELEASE RESIDENCE HALL,FRAUD-DECEPTION,ADMIN. CLOSE,
,,,,,,,,
II1500111,1/27/2015,19:51,1/27/2015,19:45,ALLEN RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500111,1/27/2015,19:51,1/27/2015,19:45,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150280013,1/28/2015,0:57,1/28/2015,0:57,DANIEL/FIFTH,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150320321,1/28/2015,23:48,1/28/2015,23:48,KCPA,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500114,1/28/2015,11:58,1/28/2015,10:50,ENGLISH BUILDING,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500115,1/28/2015,13:22,1/28/2015,13:22,SPURLOCK MUSEUM,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1500115,1/28/2015,13:22,1/28/2015,13:22,SPURLOCK MUSEUM,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500115,1/28/2015,13:22,1/28/2015,13:22,SPURLOCK MUSEUM,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
II1500115,1/28/2015,13:22,1/28/2015,13:22,SPURLOCK MUSEUM,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
II1500117,1/28/2015,16:36,1/19/2015,17:00,ARC,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500118,1/28/2015,18:30,1/28/2015,16:30,ARC,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500119,1/28/2015,22:32,1/28/2015,21:45,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
00216-2015,1/29/2015,13:12,6/1/2012,0:00,VARIOUS LOCATIONS,DATING VIOLENCE,ADMIN CLOSED,
,,,,,,,,
II1500122,1/29/2015,13:05,1/23/2015,13:05,ISR,DECEPTIVE PRACTICES,ADMIN. CLOSE,
,,,,,,,,
II1500123,1/29/2015,16:58,1/29/2015,14:50,SDRP,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500124,1/29/2015,17:09,1/29/2015,14:30,NOYES LAB,THEFT UNDER,UNFOUNDED,
,,,,,,,,
II1500126,1/29/2015,19:02,1/29/2015,19:02,PENNSYLVANIA / SIXTH ST S,DRIVING UNDER INFLUENCE-DRUGS,ARREST,
,,,,,,,,
II1500127,1/29/2015,20:02,1/29/2015,19:19,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
AR150300048,1/30/2015,2:16,1/30/2015,2:16,JOHN ST E/SIXTH ST S,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500487,1/30/2015,0:00,1/20/2015,13:30,300 blk of STOUGHTON ST,THEFT-RETAIL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500487,1/30/2015,0:00,1/20/2015,13:30,300 blk of STOUGHTON ST,DRUG PARAPHERNALIA-SALE/DELIVERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500502,1/30/2015,0:00,1/20/2015,23:16,300 blk of WHITE ST E,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500509,1/30/2015,0:00,1/12/2015,8:00,500 blk of GREEN ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500512,1/30/2015,0:00,1/21/2015,12:23,"CHESTER STREET BAR, CH",THEFT UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1500130,1/30/2015,21:01,1/30/2015,19:00,ARC,THEFT OVER,UNFOUNDED,
,,,,,,,,
AI150310066,1/31/2015,1:45,1/31/2015,1:45,TAFT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150310119,1/31/2015,3:58,1/31/2015,3:58,WESTON RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1500475,1/31/2015,0:00,1/20/2015,6:15,500 blk of E SPRINGFIELD AVE,TRESPASS-RESIDENCE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500475,1/31/2015,0:00,1/20/2015,6:15,500 blk of E SPRINGFIELD AVE,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500517,1/31/2015,0:00,1/20/2015,19:00,200 blk of E GREEN ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1500131,1/31/2015,1:54,1/31/2015,1:54,NEWMAN HALL,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500135,1/31/2015,18:56,1/31/2015,18:56,SCOTT RESIDENCE HALL,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500136,1/31/2015,19:42,1/31/2015,19:41,TAFT RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,PENDING,
,,,,,,,,
II1500136,1/31/2015,19:42,1/31/2015,19:41,TAFT RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
AI150320062,2/1/2015,2:52,2/1/2015,2:52,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150320080,2/1/2015,4:42,2/1/2015,4:42,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150320321,2/1/2015,22:44,2/1/2015,22:44,ALLEN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500137,2/1/2015,0:04,2/1/2015,0:04,blk of GREEN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1500137,2/1/2015,0:04,2/1/2015,0:04,blk of GREEN ST E,BREATH ALCOHOL OVER LIMIT,ARREST,
,,,,,,,,
II1500138,2/1/2015,0:36,2/1/2015,0:36,FIRST ST / UNIVERSITY,OBSTRUCTING IDENTIFICATION,PENDING,
,,,,,,,,
II1500138,2/1/2015,0:36,2/1/2015,0:36,FIRST ST / UNIVERSITY,RESIST/OBSTRUCT/DISARM AN OFFICER,PENDING,
,,,,,,,,
CC1500706,2/2/2015,0:00,1/27/2015,14:32,CHALMERS ST / 1000,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500712,2/2/2015,0:00,1/27/2015,10:49,300 blk of CHALMERS ST,MURDER-FIRST DEGREE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500712,2/2/2015,0:00,1/27/2015,10:49,300 blk of CHALMERS ST,MISSING PERSON ADULT/MALE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA15-3,2/2/2015,18:15,1/31/2015,UNKNOWN,UNK PRIV APT,SEX OFFENSE,ADMIN. CLOSED,
,,,,,,,,
CSA15-4,2/2/2015,18:24,2/1/2015,UNKNOWN,UNK PRIV APT,SEX OFFENSE,ADMIN. CLOSED,
,,,,,,,,
II1500144,2/2/2015,13:29,2/2/2015,13:23,ILLINI UNION,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,
,,,,,,,,
II1500146,2/2/2015,14:44,2/2/2015,14:44,LAW BUILDING,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1500148,2/2/2015,21:20,2/2/2015,21:20,ILLINOIS TERMINAL,RESIST/OBSTRUCT/DISARM AN OFFICER,ARREST,
,,,,,,,,
